,bigrams,count
14163,"('iceknow', 'mag')",1
14164,"('mag', 'recentlytake')",1
14165,"('recentlytake', 'shopping')",1
14166,"('shopping', 'mark')",1
14167,"('mark', 'distract')",1
14168,"('distract', 'isaiahmum')",1
14169,"('isaiahmum', 'hope')",1
14170,"('day', 'hoping')",1
14171,"('hoping', 'text')",1
14172,"('text', 'meet')",2
14173,"('meet', 'well')",1
14174,"('well', 'full')",1
14175,"('full', 'life')",1
14176,"('life', 'great')",1
14177,"('day', 'biolsense')",1
14178,"('biolsense', 'foot')",1
14179,"('foot', 'penisokay')",1
14180,"('penisokay', 'thought')",1
14181,"('thought', 'expertdeep')",1
14182,"('expertdeep', 'sigh')",1
14183,"('sigh', 'miss')",1
14184,"('miss', 'really')",1
14185,"('really', 'surprised')",1
14186,"('surprised', 'gone')",1
14187,"('cafe', 'yet')",1
14188,"('yet', 'get')",1
14189,"('get', 'missski')",1
14190,"('missski', 'think')",1
14191,"('think', 'role')",1
14192,"('role', 'like')",1
14193,"('like', 'machinist')",1
14194,"('machinist', 'standing')",1
14195,"('standing', 'others')",1
14196,"('others', 'hitgreat')",1
14197,"('hitgreat', 'trip')",1
14198,"('trip', 'india')",1
14199,"('india', 'bring')",1
14200,"('bring', 'light')",1
14201,"('light', 'everyone')",1
14202,"('everyone', 'project')",1
14203,"('project', 'everyone')",1
14204,"('everyone', 'lucky')",1
14205,"('lucky', 'see')",1
14206,"('see', 'smile')",1
14207,"('smile', 'bye')",1
14208,"('bye', 'biolimportantly')",1
14209,"('biolimportantly', 'discustraining')",1
14210,"('discustraining', 'processned')",1
14211,"('processned', 'pay')",1
14212,"('pay', 'return')",1
14213,"('return', 'smith')",1
14214,"('smith', 'wan')",1
14215,"('wan', 'send')",1
14216,"('send', 'watcar')",1
14217,"('watcar', 'parkwish')",1
14218,"('parkwish', 'holding')",1
14219,"('holding', 'tightly')",1
14220,"('tightly', 'making')",1
14221,"('making', 'see')",1
14222,"('see', 'important')",1
14223,"('important', 'much')",1
14224,"('much', 'mean')",1
14225,"('mean', 'much')",1
14226,"('need', 'lifeasked')",1
14227,"('lifeasked', 'anthony')",1
14228,"('anthony', 'dadnever')",1
14229,"('dadnever', 'want')",1
14230,"('want', 'lug')",1
14231,"('lug', 'eth')",2
14232,"('eth', 'book')",1
14233,"('book', 'bed')",1
14234,"('bed', 'fall')",1
14235,"('fall', 'lug')",1
14236,"('eth', 'yen')",1
14237,"('yen', 'maddox')",1
14238,"('maddox', 'nav')",1
14239,"('nav', 'pretsorginta')",1
14240,"('pretsorginta', 'amanda')",1
14241,"('amanda', 'pressor')",1
14242,"('pressor', 'important')",1
14243,"('important', 'ala')",1
14244,"('ala', 'god')",1
14245,"('god', 'eventodaysundaysunday')",1
14246,"('eventodaysundaysunday', 'holiday')",1
14247,"('holiday', 'workgoing')",1
14248,"('workgoing', 'take')",1
14249,"('take', 'bath')",1
14250,"('bath', 'ill')",1
14251,"('ill', 'place')",1
14252,"('place', 'key')",1
14253,"('key', 'windowdear')",1
14254,"('windowdear', 'take')",1
14255,"('care', 'reaching')",1
14256,"('reaching', 'homelike')",1
14257,"('homelike', 'lotstaffsciencenusedusgphyhcmkteachingpc<num>emigrated')",1
14258,"('lotstaffsciencenusedusgphyhcmkteachingpc<num>emigrated', 'something')",1
14259,"('something', 'maybe')",1
14260,"('maybe', 'bit')",1
14261,"('bit', 'hopefulprinted')",1
14262,"('hopefulprinted', 'forum')",1
14263,"('forum', 'post')",1
14264,"('post', 'guy')",1
14265,"('guy', 'exact')",1
14266,"('exact', 'prob')",1
14267,"('prob', 'fixed')",1
14268,"('fixed', 'gnu')",1
14269,"('gnu', 'replacement')",1
14270,"('replacement', 'hopefully')",1
14271,"('hopefully', 'done')",1
14272,"('done', 'ignorewalked')",1
14273,"('ignorewalked', 'mod')",1
14274,"('mod', 'right')",1
14275,"('right', 'sapwood')",1
14276,"('sapwood', 'pas')",1
14277,"('pas', 'right')",1
14278,"('right', 'interstate')",1
14279,"('interstate', 'left')",1
14280,"('left', 'victor')",1
14281,"('victor', 'hill')",1
14282,"('hill', 'address')",1
14283,"('address', 'listhungry')",1
14284,"('listhungry', 'like')",1
14285,"('like', 'monocreepy')",1
14286,"('monocreepy', 'crazydin')",1
14287,"('crazydin', 'get')",1
14288,"('get', 'magvessel')",1
14289,"('magvessel', 'favor')",1
14290,"('birthday', 'shiapathway')",1
14291,"('shiapathway', 'enema')",1
14292,"('enema', 'marinaraeven')",1
14293,"('marinaraeven', 'friend')",1
14294,"('friend', 'priest')",1
14295,"('priest', 'calllousy')",1
14296,"('calllousy', 'run')",1
14297,"('run', 'already')",2
14298,"('already', 'come')",1
14299,"('half', 'deadsaid')",1
14300,"('deadsaid', 'bad')",1
14301,"('bad', 'dat')",1
14302,"('dat', 'gal')",1
14303,"('gal', 'know')",1
14304,"('know', 'watremindhoping')",1
14305,"('watremindhoping', 'would')",1
14306,"('would', 'send')",1
14307,"('message', 'rent')",1
14308,"('rent', 'due')",1
14309,"('due', 'done')",1
14310,"('done', 'enough')",1
14311,"('enough', 'reserve')",1
14312,"('reserve', 'completely')",1
14313,"('completely', 'gone')",1
14314,"('gone', 'loan')",1
14315,"('loan', 'need')",1
14316,"('need', 'hoping')",1
14317,"('hoping', 'could')",1
14318,"('could', 'balance')",1
14319,"('balance', 'list')",1
14320,"('get', 'till')",1
14321,"('till', 'mid')",1
14322,"('mid', 'march')",1
14323,"('march', 'hope')",1
14324,"('hope', 'pay')",1
14325,"('pay', 'backhappy')",1
14326,"('backhappy', 'new')",1
14327,"('year', 'done')",1
14328,"('done', 'mean')",1
14329,"('mean', 'intrude')",1
14330,"('intrude', 'plus')",1
14331,"('know', 'much')",2
14332,"('much', 'tuition')",1
14333,"('tuition', 'paid')",1
14334,"('paid', 'last')",1
14335,"('last', 'semester')",1
14336,"('semester', 'much')",1
14337,"('much', 'semester')",1
14338,"('semester', 'thankshello')",1
14339,"('thankshello', 'hun')",1
14340,"('hun', 'way')",1
14341,"('way', 'good')",1
14342,"('good', 'date')",1
14343,"('date', 'guy')",1
14344,"('met', 'walkabout')",1
14345,"('walkabout', 'far')",1
14346,"('far', 'meet')",1
14347,"('meet', 'soon')",1
14348,"('soon', 'hows')",1
14349,"('hows', 'everyone')",1
14350,"('everyone', 'elselow')",1
14351,"('elselow', 'gonna')",1
14352,"('gonna', 'last')",1
14353,"('last', 'month')",1
14354,"('month', 'cashed')",1
14355,"('cashed', 'left')",1
14356,"('left', 'list')",1
14357,"('list', 'case')",1
14358,"('case', 'collecting')",1
14359,"('collecting', 'week')",1
14360,"('cause', 'announced')",1
14361,"('announced', 'blogshort')",1
14362,"('blogshort', 'cute')",1
14363,"('cute', 'good')",3
14364,"('good', 'person')",3
14365,"('done', 'try')",3
14366,"('try', 'prove')",3
14367,"('prove', 'god')",3
14368,"('god', 'mingdecided')",1
14369,"('mingdecided', 'yetwat')",1
14370,"('yetwat', 'time')",1
14371,"('time', 'liao')",1
14372,"('liao', 'still')",1
14373,"('still', 'gotyes')",1
14374,"('gotyes', 'watching')",1
14375,"('watching', 'footie')",1
14376,"('footie', 'worried')",1
14377,"('worried', 'going')",1
14378,"('going', 'blow')",1
14379,"('blow', 'phil')",1
14380,"('phil', 'nevillewait')",1
14381,"('nevillewait', 'inside')",1
14382,"('inside', 'car')",1
14383,"('car', 'parkuncle')",1
14384,"('parkuncle', 'abbey')",1
14385,"('abbey', 'happy')",1
14386,"('year', 'biolfree')",1
14387,"('biolfree', 'callsaying')",1
14388,"('callsaying', 'order')",1
14389,"('order', 'slipper')",1
14390,"('slipper', 'pay')",1
14391,"('pay', 'returningstop')",1
14392,"('returningstop', 'knowing')",1
14393,"('knowing', 'wellgood')",1
14394,"('wellgood', 'evening')",1
14395,"('evening', 'rogersmall')",1
14396,"('rogersmall', 'problem')",1
14397,"('problem', 'auctioning')",1
14398,"('auctioning', 'asking')",1
14399,"('asking', 'towardtelling')",1
14400,"('towardtelling', 'tell')",1
14401,"('tell', 'one')",1
14402,"('one', 'treatuncle')",1
14403,"('treatuncle', 'atlanta')",1
14404,"('great', 'semestercoming')",1
14405,"('semestercoming', 'pickcool')",1
14406,"('pickcool', 'liked')",1
14407,"('liked', 'photo')",1
14408,"('photo', 'sexywould')",1
14409,"('sexywould', 'fucking')",1
14410,"('fucking', 'believe')",1
14411,"('believe', 'didst')",1
14412,"('didst', 'know')",2
14413,"('know', 'thurs')",1
14414,"('thurs', 'booked')",1
14415,"('booked', 'cancelled')",1
14416,"('cancelled', 'need')",1
14417,"('need', 'sackedhama')",1
14418,"('sackedhama', 'better')",1
14419,"('better', 'late')",1
14420,"('late', 'ever')",1
14421,"('ever', 'way')",1
14422,"('could', 'swingfinishbarred')",1
14423,"('swingfinishbarred', 'store')",1
14424,"('store', 'lifetime')",1
14425,"('lifetime', 'twat')",1
14426,"('twat', 'orange')",1
14427,"('orange', 'dungaree')",1
14428,"('dungaree', 'came')",1
14429,"('came', 'asked')",1
14430,"('asked', 'wanted')",1
14431,"('wanted', 'decking')",1
14432,"('decking', 'got')",1
14433,"('got', 'first')",1
14434,"('first', 'punchmessage')",1
14435,"('punchmessage', 'foodgoing')",1
14436,"('foodgoing', 'sleep')",1
14437,"('sleep', 'hope')",2
14438,"('hope', 'meetwat')",1
14439,"('meetwat', 'make')",1
14440,"('miss', 'demlet')",1
14441,"('demlet', 'know')",1
14442,"('know', 'detail')",1
14443,"('detail', 'fri')",1
14444,"('fri', 'find')",1
14445,"('find', 'tom')",1
14446,"('tom', 'fri')",1
14447,"('fri', 'mentioned')",1
14448,"('mentioned', 'chinese')",1
14449,"('chinese', 'thanksright')",1
14450,"('thanksright', 'thinkwatlecturecustomer')",1
14451,"('thinkwatlecturecustomer', 'place')",1
14452,"('place', 'callplanned')",1
14453,"('callplanned', 'yet')",1
14454,"('yet', 'going')",1
14455,"('going', 'join')",2
14456,"('join', 'company')",1
14457,"('company', 'jan')",1
14458,"('jan', 'know')",1
14459,"('know', 'happenboy')",1
14460,"('happenboy', 'love')",1
14461,"('love', 'girl')",1
14462,"('girl', 'gigolo')",1
14463,"('gigolo', 'boy')",1
14464,"('boy', 'gold')",1
14465,"('gold', 'chain')",1
14466,"('chain', 'hosting')",1
14467,"('hosting', 'girl')",1
14468,"('girl', 'galla')",2
14469,"('galla', 'boy')",2
14470,"('boy', 'necklace')",1
14471,"('necklace', 'martini')",1
14472,"('martini', 'girl')",1
14473,"('boy', 'hold')",1
14474,"('hold', 'metal')",1
14475,"('metal', 'enroll')",1
14476,"('enroll', 'nothing')",1
14477,"('nothing', 'girl')",1
14478,"('girl', 'love')",1
14479,"('love', 'kanohama')",1
14480,"('kanohama', 'heard')",1
14481,"('heard', 'text')",1
14482,"('text', 'aroundill')",1
14483,"('aroundill', 'get')",1
14484,"('get', 'tomorrow')",1
14485,"('tomorrow', 'sendshit')",1
14486,"('sendshit', 'babe')",1
14487,"('babe', 'lhasa')",1
14488,"('lhasa', 'bit')",1
14489,"('bit', 'messed')",1
14490,"('messed', 'upper')",1
14491,"('upper', 'shudvetold')",1
14492,"('shudvetold', 'urban')",1
14493,"('urban', 'knowneway')",1
14494,"('knowneway', 'speak')",1
14495,"('speak', 'moro')",1
14496,"('moro', 'wen')",1
14497,"('wen', 'asleeplate')",1
14498,"('asleeplate', 'well')",1
14499,"('well', 'good')",1
14500,"('night', 'give')",1
14501,"('tomorrow', 'going')",1
14502,"('sleep', 'night')",1
14503,"('night', 'nightcheer')",1
14504,"('nightcheer', 'tex')",1
14505,"('tex', 'hereford')",1
14506,"('hereford', 'yeah')",1
14507,"('yeah', 'ogden')",1
14508,"('ogden', 'funny')",1
14509,"('funny', 'astounds')",1
14510,"('astounds', 'likelier')",1
14511,"('likelier', 'group')",1
14512,"('group', 'keep')",1
14513,"('keep', 'update')",1
14514,"('update', 'continuous')",1
14515,"('continuous', 'love')",1
14516,"('love', 'xxxixsorry')",1
14517,"('xxxixsorry', 'meeting')",1
14518,"('call', 'latergirl')",1
14519,"('latergirl', 'never')",1
14520,"('never', 'rang')",1
14521,"('rang', 'indiayeah')",1
14522,"('indiayeah', 'worsetagged')",1
14523,"('worsetagged', 'friend')",1
14524,"('friend', 'seemed')",1
14525,"('seemed', 'count')",1
14526,"('count', 'friendlong')",1
14527,"('friendlong', 'time')",1
14528,"('time', 'remember')",1
14529,"('remember', 'todayshopping')",1
14530,"('todayshopping', 'jul')",1
14531,"('jul', 'arrivethank')",1
14532,"('arrivethank', 'better')",1
14533,"('better', 'work')",1
14534,"('work', 'cause')",1
14535,"('cause', 'feel')",1
14536,"('feel', 'used')",1
14537,"('used', 'otherwisechallenge')",1
14538,"('otherwisechallenge', 'knowmuch')",1
14539,"('knowmuch', 'casing')",1
14540,"('casing', 'costmystery')",1
14541,"('costmystery', 'solved')",1
14542,"('solved', 'opened')",1
14543,"('opened', 'email')",1
14544,"('email', 'sent')",2
14545,"('sent', 'another')",1
14546,"('another', 'batch')",1
14547,"('batch', 'sweetiecannot')",1
14548,"('sweetiecannot', 'describe')",1
14549,"('describe', 'lucky')",1
14550,"('lucky', 'actually')",1
14551,"('actually', 'awake')",1
14552,"('awake', 'noontoday')",1
14553,"('noontoday', 'sorry')",1
14554,"('basically', 'goodcheer')",1
14555,"('goodcheer', 'card')",1
14556,"('card', 'time')",1
14557,"('time', 'year')",1
14558,"('year', 'alreadypeople')",1
14559,"('alreadypeople', 'see')",1
14560,"('friend', 'billugh')",1
14561,"('billugh', 'hopefully')",1
14562,"('hopefully', 'pal')",1
14563,"('pal', 'done')",1
14564,"('done', 'randomly')",1
14565,"('randomly', 'reformatseen')",1
14566,"('reformatseen', 'facebook')",1
14567,"('facebook', 'huh')",1
14568,"('huh', 'lowmay')",1
14569,"('lowmay', 'pick')",1
14570,"('pick', 'tomorrowstill')",1
14571,"('tomorrowstill', 'outside')",1
14572,"('outside', 'leu')",1
14573,"('leu', 'come')",1
14574,"('come', 'morrow')",1
14575,"('morrow', 'mangastill')",1
14576,"('mangastill', 'plumber')",1
14577,"('plumber', 'tape')",1
14578,"('tape', 'wrench')",1
14579,"('wrench', 'could')",1
14580,"('could', 'borrowcum')",1
14581,"('borrowcum', 'difficultstill')",1
14582,"('difficultstill', 'waiting')",1
14583,"('waiting', 'usual')",1
14584,"('usual', 'come')",1
14585,"('back', 'sch')",1
14586,"('sch', 'ordermeeting')",1
14587,"('ordermeeting', 'callwatch')",1
14588,"('callwatch', 'filmcinema')",1
14589,"('filmcinema', 'plus')",1
14590,"('plus', 'drink')",2
14591,"('drink', 'appeal')",1
14592,"('appeal', 'thriller')",1
14593,"('thriller', 'director')",1
14594,"('director', 'like')",1
14595,"('like', 'macsize')",1
14596,"('macsize', 'elephant')",1
14597,"('elephant', 'tablet')",1
14598,"('tablet', 'shovemany')",1
14599,"('shovemany', 'people')",1
14600,"('end', 'takeparent')",1
14601,"('takeparent', 'kid')",1
14602,"('sofa', 'nakeddunno')",1
14603,"('nakeddunno', 'jul')",1
14604,"('jul', 'skin')",1
14605,"('skin', 'got')",1
14606,"('card', 'got')",1
14607,"('got', 'salon')",1
14608,"('salon', 'called')",1
14609,"('sense', 'tot')",1
14610,"('tot', 'one')",1
14611,"('one', 'cut')",1
14612,"('cut', 'hairgood')",1
14613,"('hairgood', 'morning')",1
14614,"('morning', 'cookie')",1
14615,"('cookie', 'pie')",1
14616,"('pie', 'low')",1
14617,"('low', 'hope')",1
14618,"('hope', 'wakemaybe')",1
14619,"('wakemaybe', 'woke')",1
14620,"('woke', 'fucking')",1
14621,"('fucking', 'would')",1
14622,"('would', 'problemhappy')",1
14623,"('problemhappy', 'birthday')",1
14624,"('birthday', 'youdearwith')",1
14625,"('youdearwith', 'lot')",1
14626,"('lot', 'loverakhesh')",1
14627,"('loverakhesh', 'friperson')",1
14628,"('friperson', 'storylist')",1
14629,"('storylist', 'going')",1
14630,"('going', 'getneva')",1
14631,"('getneva', 'worry')",1
14632,"('worry', 'bout')",1
14633,"('bout', 'truth')",1
14634,"('truth', 'coz')",1
14635,"('coz', 'truth')",1
14636,"('truth', 'lead')",1
14637,"('lead', 'heart')",1
14638,"('heart', 'least')",1
14639,"('least', 'unique')",1
14640,"('unique', 'person')",1
14641,"('like', 'deserve')",1
14642,"('deserve', 'sleep')",1
14643,"('sleep', 'tight')",1
14644,"('tight', 'morningpaper')",1
14645,"('morningpaper', 'today')",1
14646,"('today', 'morn')",1
14647,"('morn', 'aftlick')",1
14648,"('aftlick', 'every')",1
14649,"('every', 'drop')",1
14650,"('drop', 'ready')",1
14651,"('ready', 'use')",1
14652,"('use', 'mouth')",1
14653,"('mouth', 'wellexpect')",1
14654,"('wellexpect', 'whenever')",1
14655,"('whenever', 'text')",1
14656,"('text', 'hope')",2
14657,"('hope', 'wellgreat')",1
14658,"('wellgreat', 'daddy')",1
14659,"('daddy', 'neighbour')",1
14660,"('neighbour', 'come')",1
14661,"('come', 'toothpaste')",1
14662,"('toothpaste', 'every')",1
14663,"('every', 'morningnew')",1
14664,"('morningnew', 'number')",1
14665,"('number', 'use')",1
14666,"('use', 'onegapoking')",1
14667,"('onegapoking', 'man')",1
14668,"('man', 'everyday')",1
14669,"('everyday', 'teach')",1
14670,"('teach', 'canada')",1
14671,"('canada', 'ali')",1
14672,"('ali', 'sayingchange')",1
14673,"('sayingchange', 'suite')",1
14674,"('suite', 'wat')",1
14675,"('time', 'comingteam')",1
14676,"('comingteam', 'seeing')",1
14677,"('seeing', 'online')",1
14678,"('online', 'shop')",1
14679,"('shop', 'askedcurious')",1
14680,"('askedcurious', 'cut')",1
14681,"('cut', 'askednicenicehow')",1
14682,"('askednicenicehow', 'workingokay')",1
14683,"('workingokay', 'like')",1
14684,"('like', 'def')",1
14685,"('def', 'wont')",1
14686,"('wont', 'let')",1
14687,"('let', 'hama')",1
14688,"('hama', 'say')",1
14689,"('say', 'term')",1
14690,"('term', 'conditionhama')",1
14691,"('conditionhama', 'yup')",1
14692,"('yup', 'hopefully')",1
14693,"('hopefully', 'lose')",1
14694,"('lose', 'pkg')",1
14695,"('pkg', 'mon')",1
14696,"('mon', 'hip')",1
14697,"('hop', 'orchard')",1
14698,"('orchard', 'weighgood')",1
14699,"('weighgood', 'workingyes')",1
14700,"('workingyes', 'little')",1
14701,"('little', 'weather')",1
14702,"('weather', 'kind')",1
14703,"('kind', 'cocooning')",1
14704,"('cocooning', 'homehome')",1
14705,"('homehome', 'alsophone')",1
14706,"('alsophone', 'weirdest')",1
14707,"('weirdest', 'auto')",1
14708,"('auto', 'correctoops')",1
14709,"('correctoops', 'phone')",1
14710,"('phone', 'died')",1
14711,"('died', 'even')",1
14712,"('even', 'know')",1
14713,"('know', 'yeah')",1
14714,"('yeah', 'like')",1
14715,"('like', 'betterask')",1
14716,"('betterask', 'wat')",1
14717,"('wat', 'meet')",1
14718,"('meet', 'lunch')",1
14719,"('lunch', 'den')",1
14720,"('den', 'meet')",2
14721,"('meet', 'already')",1
14722,"('wan', 'ask')",1
14723,"('ask', 'confirm')",1
14724,"('confirm', 'asapsaid')",1
14725,"('asapsaid', 'mind')",1
14726,"('taken', 'wifezealand')",1
14727,"('wifezealand', 'great')",1
14728,"('time', 'newquaysend')",1
14729,"('newquaysend', 'postcard')",1
14730,"('postcard', 'look')",1
14731,"('look', 'girl')",1
14732,"('girl', 'gone')",1
14733,"('gone', 'know')",1
14734,"('know', 'talking')",1
14735,"('talking', 'boutgot')",1
14736,"('boutgot', 'divorce')",1
14737,"('divorce', 'low')",1
14738,"('low', 'shespinbabe')",1
14739,"('shespinbabe', 'got')",1
14740,"('got', 'enough')",4
14741,"('enough', 'money')",1
14742,"('money', 'pick')",1
14743,"('pick', 'bread')",1
14744,"('bread', 'milk')",1
14745,"('milk', 'give')",1
14746,"('back', 'get')",2
14747,"('get', 'homewant')",1
14748,"('homewant', 'snow')",1
14749,"('snow', 'freezing')",1
14750,"('freezing', 'windycome')",1
14751,"('windycome', 'mail')",1
14752,"('mail', 'bus')",1
14753,"('stop', 'ltdecimalgtknow')",1
14754,"('ltdecimalgtknow', 'week')",1
14755,"('week', 'going')",1
14756,"('going', 'tirunelvaibaby')",1
14757,"('tirunelvaibaby', 'promise')",1
14758,"('promise', 'treat')",1
14759,"('treat', 'well')",1
14760,"('well', 'bet')",1
14761,"('bet', 'take')",1
14762,"('good', 'carelike')",1
14763,"('carelike', 'hotel')",1
14764,"('hotel', 'dusk')",1
14765,"('dusk', 'game')",1
14766,"('game', 'think')",1
14767,"('think', 'solve')",1
14768,"('solve', 'puzzle')",1
14769,"('puzzle', 'area')",1
14770,"('area', 'thinglove')",1
14771,"('thinglove', 'day')",1
14772,"('day', 'fuck')",1
14773,"('fuck', 'morning')",1
14774,"('morning', 'woke')",1
14775,"('woke', 'dropped')",1
14776,"('dropped', 'cell')",1
14777,"('cell', 'way')",1
14778,"('way', 'stair')",1
14779,"('stair', 'seems')",1
14780,"('seems', 'alright')",1
14781,"('alright', 'chew')",1
14782,"('chew', 'misswell')",1
14783,"('misswell', 'must')",1
14784,"('must', 'pain')",1
14785,"('pain', 'catchsorry')",1
14786,"('catchsorry', 'transmit')",1
14787,"('transmit', 'mistakeneed')",1
14788,"('mistakeneed', 'coz')",1
14789,"('coz', 'neverrose')",1
14790,"('neverrose', 'reared')",1
14791,"('reared', 'bloodroot')",2
14792,"('bloodroot', 'heartbeat')",2
14793,"('heartbeat', 'send')",2
14794,"('send', 'friend')",2
14795,"('friend', 'including')",2
14796,"('including', 'like')",2
14797,"('like', 'get')",2
14798,"('back', 'poor')",2
14799,"('poor', 'relation')",2
14800,"('relation', 'need')",2
14801,"('need', 'support')",2
14802,"('support', 'find')",2
14803,"('find', 'many')",2
14804,"('many', 'luvs')",2
14805,"('luvs', 'praying')",2
14806,"('praying', 'god')",2
14807,"('god', 'marry')",2
14808,"('marry', 'trywindow')",1
14809,"('trywindow', 'knew')",1
14810,"('murder', 'exactlyfeel')",1
14811,"('exactlyfeel', 'like')",1
14812,"('like', 'dick')",1
14813,"('dick', 'keep')",1
14814,"('keep', 'sleeping')",1
14815,"('sleeping', 'text')",1
14816,"('text', 'facebook')",1
14817,"('facebook', 'message')",1
14818,"('message', 'sup')",1
14819,"('sup', 'towncome')",1
14820,"('towncome', 'wayguess')",1
14821,"('wayguess', 'want')",1
14822,"('want', 'alone')",2
14823,"('alone', 'time')",1
14824,"('time', 'could')",1
14825,"('could', 'show')",1
14826,"('show', 'watchheight')",1
14827,"('watchheight', 'recycling')",1
14828,"('recycling', 'read')",1
14829,"('read', 'twice')",1
14830,"('twice', 'people')",1
14831,"('people', 'spend')",1
14832,"('spend', 'time')",1
14833,"('time', 'earning')",1
14834,"('earning', 'money')",1
14835,"('money', 'money')",1
14836,"('money', 'spent')",1
14837,"('spent', 'spending')",1
14838,"('spending', 'time')",1
14839,"('time', 'good')",1
14840,"('morning', 'keep')",2
14841,"('keep', 'smilingyup')",1
14842,"('smilingyup', 'comingyes')",1
14843,"('comingyes', 'princess')",1
14844,"('princess', 'toledoright')",1
14845,"('toledoright', 'text')",1
14846,"('back', 'swing')",1
14847,"('swing', 'need')",1
14848,"('need', 'somebody')",1
14849,"('somebody', 'get')",1
14850,"('get', 'doorron')",1
14851,"('doorron', 'say')",1
14852,"('say', 'fri')",1
14853,"('fri', 'let')",1
14854,"('let', 'said')",1
14855,"('said', 'ding')",1
14856,"('ding', 'tai')",1
14857,"('tai', 'eng')",1
14858,"('eng', 'cant')",1
14859,"('cant', 'make')",1
14860,"('make', 'reservation')",1
14861,"('reservation', 'said')",1
14862,"('said', 'waitgood')",1
14863,"('waitgood', 'swimsuit')",1
14864,"('swimsuit', 'allowedokay')",1
14865,"('allowedokay', 'soon')",1
14866,"('soon', 'bestcute')",1
14867,"('bestcute', 'thought')",1
14868,"('thought', 'friendship')",1
14869,"('friendship', 'necessary')",1
14870,"('necessary', 'share')",1
14871,"('share', 'every')",1
14872,"('every', 'secret')",1
14873,"('secret', 'close')",1
14874,"('close', 'find')",1
14875,"('find', 'whatever')",1
14876,"('whatever', 'shared')",1
14877,"('shared', 'truesent')",1
14878,"('truesent', 'latest')",1
14879,"('latest', 'version')",1
14880,"('version', 'projectgood')",1
14881,"('projectgood', 'morning')",1
14882,"('successful', 'dayplus')",1
14883,"('dayplus', 'accept')",1
14884,"('accept', 'one')",1
14885,"('day', 'begging')",1
14886,"('begging', 'change')",1
14887,"('change', 'numbersqueeze')",1
14888,"('numbersqueeze', 'christmas')",1
14889,"('christmas', 'hug')",1
14890,"('hug', 'like')",1
14891,"('like', 'fund')",1
14892,"('fund', 'den')",1
14893,"('den', 'hug')",1
14894,"('hug', 'back')",1
14895,"('get', 'cute')",1
14896,"('cute', 'luvs')",1
14897,"('luvs', 'lucky')",1
14898,"('lucky', 'none')",1
14899,"('none', 'people')",1
14900,"('people', 'hateanybody')",1
14901,"('hateanybody', 'asks')",1
14902,"('asks', 'telfunny')",1
14903,"('telfunny', 'fact')",1
14904,"('fact', 'nobody')",1
14905,"('nobody', 'teach')",1
14906,"('teach', 'volcano')",1
14907,"('volcano', 'erupt')",1
14908,"('erupt', 'tsunami')",1
14909,"('tsunami', 'arise')",1
14910,"('arise', 'hurricane')",1
14911,"('hurricane', 'sway')",1
14912,"('sway', 'around')",1
14913,"('around', 'teach')",1
14914,"('teach', 'choose')",1
14915,"('choose', 'wife')",1
14916,"('wife', 'natural')",1
14917,"('natural', 'disaster')",1
14918,"('disaster', 'happensgonna')",1
14919,"('happensgonna', 'ring')",1
14920,"('ring', 'weekend')",1
14921,"('weekend', 'wotalso')",1
14922,"('wotalso', 'track')",1
14923,"('track', 'lighter')",1
14924,"('lighter', 'findsorry')",1
14925,"('findsorry', 'cannot')",1
14926,"('cannot', 'helpbabe')",1
14927,"('helpbabe', 'need')",1
14928,"('need', 'adviceill')",1
14929,"('adviceill', 'leave')",1
14930,"('leave', 'around')",1
14931,"('around', 'fourcome')",1
14932,"('fourcome', 'medical')",1
14933,"('medical', 'college')",1
14934,"('college', 'forwardkit')",1
14935,"('forwardkit', 'goodwin')",1
14936,"('goodwin', 'goingmake')",1
14937,"('goingmake', 'lasagna')",1
14938,"('lasagna', 'vodkakate')",1
14939,"('vodkakate', 'give')",1
14940,"('give', 'ring')",2
14941,"('ring', 'asap')",1
14942,"('asap', 'xxxpeople')",1
14943,"('xxxpeople', 'tour')",1
14944,"('tour', 'thought')",1
14945,"('thought', 'sofa')",1
14946,"('sofa', 'thing')",1
14947,"('thing', 'sent')",1
14948,"('sent', 'curious')",1
14949,"('curious', 'sugartold')",1
14950,"('sugartold', 'going')",1
14951,"('got', 'drunkfucking')",1
14952,"('drunkfucking', 'chickened')",1
14953,"('chickened', 'messaged')",1
14954,"('messaged', 'would')",1
14955,"('would', 'late')",1
14956,"('late', 'would')",1
14957,"('buzz', 'hear')",1
14958,"('hear', 'wordalways')",1
14959,"('wordalways', 'looking')",1
14960,"('looking', 'excuse')",1
14961,"('excuse', 'cityyup')",1
14962,"('cityyup', 'still')",1
14963,"('still', 'coffee')",1
14964,"('coffee', 'free')",1
14965,"('free', 'free')",1
14966,"('free', 'drove')",1
14967,"('drove', 'give')",1
14968,"('give', 'liftshore')",1
14969,"('liftshore', 'takin')",1
14970,"('takin', 'busgonna')",1
14971,"('busgonna', 'get')",1
14972,"('get', 'deus')",1
14973,"('deus', 'sexsend')",1
14974,"('sexsend', 'email')",1
14975,"('email', 'mind')",1
14976,"('mind', 'list')",1
14977,"('per', 'nighttap')",1
14978,"('nighttap', 'smile')",1
14979,"('smile', 'seven')",2
14980,"('seven', 'pub')",2
14981,"('pub', 'gas')",2
14982,"('gas', 'broad')",2
14983,"('broad', 'canalcome')",1
14984,"('canalcome', 'pick')",1
