,trigram,count
3385,"('high', 'street', 'prize')",2
3386,"('street', 'prize', 'know')",2
3387,"('prize', 'know', 'new')",2
3388,"('know', 'new', 'duchess')",2
3389,"('new', 'duchess', 'cornwall')",2
3390,"('duchess', 'cornwall', 'text')",2
3391,"('cornwall', 'text', 'first')",2
3392,"('text', 'first', 'name')",2
3393,"('first', 'name', '<num>unsub')",2
3394,"('name', '<num>unsub', 'stop')",2
3395,"('<num>unsub', 'stop', '£<num>')",2
3396,"('stop', '£<num>', '<num>')",1
3397,"('£<num>', '<num>', 'arrownokia')",1
3398,"('<num>', 'arrownokia', '<num>i')",1
3399,"('arrownokia', '<num>i', 'get')",1
3400,"('<num>', 'hgsuite<num>lands', 'roww<num>jhlcongratulation')",1
3401,"('hgsuite<num>lands', 'roww<num>jhlcongratulation', 'thanks')",1
3402,"('roww<num>jhlcongratulation', 'thanks', 'good')",1
3403,"('thanks', 'good', 'friend')",3
3404,"('good', 'friend', '£<num>')",3
3405,"('friend', '£<num>', 'xmas')",3
3406,"('£<num>', 'xmas', 'prize')",3
3407,"('xmas', 'prize', 'claim')",3
3408,"('<num>', 'per', 'minute')",5
3409,"('per', 'minute', 'btnationalratetddnewsletteremc<num>couk')",1
3410,"('minute', 'btnationalratetddnewsletteremc<num>couk', 'game')",1
3411,"('btnationalratetddnewsletteremc<num>couk', 'game', 'thedailydraw')",1
3412,"('game', 'thedailydraw', 'dear')",1
3413,"('thedailydraw', 'dear', 'helen')",1
3414,"('dear', 'helen', 'dozen')",1
3415,"('helen', 'dozen', 'free')",1
3416,"('dozen', 'free', 'game')",1
3417,"('free', 'game', 'great')",1
3418,"('game', 'great', 'prizeswithurgent')",1
3419,"('great', 'prizeswithurgent', 'mobile')",1
3420,"('prizeswithurgent', 'mobile', 'number')",1
3421,"('mobile', 'number', '£<num>')",1
3422,"('number', '£<num>', 'bonus')",1
3423,"('<num>', 'asap', 'box')",1
3424,"('asap', 'box', '<num>n<num>qp')",1
3425,"('box', '<num>n<num>qp', 'ppmdouble')",1
3426,"('<num>n<num>qp', 'ppmdouble', 'mind')",1
3427,"('ppmdouble', 'mind', 'tit')",2
3428,"('mind', 'tit', 'orange')",1
3429,"('tit', 'orange', 'price')",1
3430,"('orange', 'price', 'inferential')",1
3431,"('price', 'inferential', 'motorola')",1
3432,"('inferential', 'motorola', 'sonyericsson')",1
3433,"('motorola', 'sonyericsson', 'booth')",1
3434,"('sonyericsson', 'booth', 'freesia')",1
3435,"('booth', 'freesia', 'free')",1
3436,"('freesia', 'free', 'call')",1
3437,"('free', 'call', 'mobileupd<num>')",5
3438,"('mobileupd<num>', '<num>', 'or<num>optouthv<num>ddownload')",1
3439,"('<num>', 'or<num>optouthv<num>ddownload', 'many')",1
3440,"('or<num>optouthv<num>ddownload', 'many', 'ringtones')",1
3441,"('many', 'ringtones', 'like')",1
3442,"('ringtones', 'like', 'restriction')",1
3443,"('like', 'restriction', '<num>')",1
3444,"('restriction', '<num>', 'choose')",1
3445,"('<num>', 'choose', 'even')",1
3446,"('choose', 'even', 'send')",1
3447,"('even', 'send', 'buddy')",1
3448,"('send', 'buddy', 'text')",1
3449,"('buddy', 'text', 'sir')",1
3450,"('text', 'sir', '<num>please')",1
3451,"('sir', '<num>please', 'call')",1
3452,"('urgent', 'message', 'waitingspook')",1
3453,"('message', 'waitingspook', 'mob')",1
3454,"('waitingspook', 'mob', 'halloween')",1
3455,"('mob', 'halloween', 'collection')",3
3456,"('halloween', 'collection', 'logo')",2
3457,"('collection', 'logo', 'pic')",2
3458,"('logo', 'pic', 'message')",2
3459,"('pic', 'message', 'plus')",2
3460,"('message', 'plus', 'free')",3
3461,"('plus', 'free', 'eerie')",3
3462,"('free', 'eerie', 'tone')",3
3463,"('eerie', 'tone', 'text')",3
3464,"('tone', 'text', 'card')",3
3465,"('text', 'card', 'spook')",3
3466,"('card', 'spook', '<num>')",2
3467,"('spook', '<num>', 'zed')",2
3468,"('<num>', 'zed', '<num>p')",2
3469,"('zed', '<num>p', 'per')",2
3470,"('<num>p', 'per', 'logicfantasy')",1
3471,"('per', 'logicfantasy', 'football')",1
3472,"('logicfantasy', 'football', 'back')",1
3473,"('football', 'back', 'sky')",2
3474,"('back', 'sky', 'gamester')",2
3475,"('sky', 'gamester', 'sky')",2
3476,"('gamester', 'sky', 'active')",2
3477,"('sky', 'active', 'play')",2
3478,"('active', 'play', '£<num>k')",2
3479,"('play', '£<num>k', 'dream')",2
3480,"('£<num>k', 'dream', 'team')",2
3481,"('dream', 'team', 'scoring')",2
3482,"('team', 'scoring', 'start')",2
3483,"('scoring', 'start', 'saturday')",2
3484,"('start', 'saturday', 'register')",2
3485,"('saturday', 'register', 'noisy')",2
3486,"('register', 'noisy', 'opt')",2
3487,"('noisy', 'opt', '<num>tone')",1
3488,"('opt', '<num>tone', 'club')",1
3489,"('<num>tone', 'club', 'sub')",1
3490,"('club', 'sub', 'expired')",1
3491,"('sub', 'expired', 'result')",1
3492,"('expired', 'result', 'reply')",1
3493,"('result', 'reply', 'mono')",1
3494,"('reply', 'mono', 'mono')",1
3495,"('mono', 'mono', 'poly')",1
3496,"('mono', 'poly', 'polys')",1
3497,"('poly', 'polys', 'weekly')",1
3498,"('polys', 'weekly', 'per')",1
3499,"('weekly', 'per', 'week')",1
3500,"('per', 'week', 'text')",1
3501,"('week', 'text', 'stop')",1
3502,"('text', 'stop', 'stop')",2
3503,"('stop', 'stop', 'mag')",1
3504,"('stop', 'mag', 'free')",1
3505,"('mag', 'free', 'stream')",1
3506,"('free', 'stream', '<num>xmas')",1
3507,"('stream', '<num>xmas', 'prize')",1
3508,"('<num>xmas', 'prize', 'draw')",1
3509,"('prize', 'draw', 'trying')",1
3510,"('draw', 'trying', 'contact')",1
3511,"('land', 'line', 'validyes')",1
3512,"('line', 'validyes', 'place')",1
3513,"('validyes', 'place', 'town')",1
3514,"('place', 'town', 'meet')",2
3515,"('town', 'meet', 'exciting')",2
3516,"('meet', 'exciting', 'adult')",2
3517,"('exciting', 'adult', 'single')",2
3518,"('adult', 'single', 'text')",2
3519,"('single', 'text', 'chat')",2
3520,"('chat', '<num>', '<num>pmsgsomeone')",1
3521,"('<num>', '<num>pmsgsomeone', 'contacted')",1
3522,"('<num>pmsgsomeone', 'contacted', 'dating')",1
3523,"('entered', 'phone', 'becausethey')",1
3524,"('phone', 'becausethey', 'fancy')",1
3525,"('becausethey', 'fancy', 'find')",1
3526,"('landline', '<num>', 'boxbabe')",1
3527,"('<num>', 'boxbabe', 'want')",1
3528,"('boxbabe', 'want', 'done')",1
3529,"('want', 'done', 'baby')",1
3530,"('done', 'baby', 'nasty')",1
3531,"('baby', 'nasty', 'thing')",1
3532,"('nasty', 'thing', 'filthyguys')",1
3533,"('thing', 'filthyguys', 'fancy')",1
3534,"('filthyguys', 'fancy', 'rude')",1
3535,"('fancy', 'rude', 'time')",1
3536,"('rude', 'time', 'sexy')",1
3537,"('time', 'sexy', 'bitch')",1
3538,"('sexy', 'bitch', 'hard')",1
3539,"('bitch', 'hard', 'text')",1
3540,"('hard', 'text', 'xxx')",1
3541,"('text', 'xxx', 'slo<num>msgsknow')",1
3542,"('xxx', 'slo<num>msgsknow', 'know')",1
3543,"('slo<num>msgsknow', 'know', 'send')",1
3544,"('hgsuite<num>landsroww<num>j<num>hl', 'len', 'yearsims')",1
3545,"('len', 'yearsims', 'service')",1
3546,"('yearsims', 'service', 'inclusive')",1
3547,"('credit', 'plus', 'gotta')",1
3548,"('plus', 'gotta', 'wwwcomuknet')",1
3549,"('gotta', 'wwwcomuknet', 'login')",1
3550,"('charge', 'help', '<num>')",1
3551,"('help', '<num>', 'comuk<num>cm<num>')",1
3552,"('<num>', 'comuk<num>cm<num>', 'maevalentine')",1
3553,"('comuk<num>cm<num>', 'maevalentine', 'day')",1
3554,"('maevalentine', 'day', 'special')",1
3555,"('<num>pmsg', 'rcd', 'custcare<num>guess')",1
3556,"('rcd', 'custcare<num>guess', 'first')",1
3557,"('custcare<num>guess', 'first', 'time')",1
3558,"('first', 'time', 'created')",1
3559,"('time', 'created', 'web')",1
3560,"('created', 'web', 'page')",1
3561,"('web', 'page', 'wwwasjesuscom')",1
3562,"('page', 'wwwasjesuscom', 'read')",1
3563,"('wwwasjesuscom', 'read', 'wrote')",1
3564,"('read', 'wrote', 'waiting')",1
3565,"('wrote', 'waiting', 'opinion')",1
3566,"('waiting', 'opinion', 'want')",1
3567,"('opinion', 'want', 'friendchance')",1
3568,"('want', 'friendchance', 'win')",1
3569,"('friendchance', 'win', '£<num>')",1
3570,"('every', 'text', 'play')",1
3571,"('play', '<num>', 'wwwmusictrivianet')",1
3572,"('<num>', 'wwwmusictrivianet', 'custard')",1
3573,"('wwwmusictrivianet', 'custard', '<num>')",1
3574,"('custard', '<num>', '<num>x<num>pwkfinal')",1
3575,"('<num>', '<num>x<num>pwkfinal', 'chance')",1
3576,"('<num>x<num>pwkfinal', 'chance', 'claim')",1
3577,"('m<num>uz', '£<num>', 'subspook')",1
3578,"('£<num>', 'subspook', 'mob')",1
3579,"('subspook', 'mob', 'halloween')",1
3580,"('halloween', 'collection', 'nokia')",1
3581,"('collection', 'nokia', 'logic')",1
3582,"('nokia', 'logic', 'message')",1
3583,"('logic', 'message', 'plus')",1
3584,"('card', 'spook', '<num>urgent')",1
3585,"('spook', '<num>urgent', 'call')",1
3586,"('<num>urgent', 'call', '<num>')",1
3587,"('<num>', 'landline', 'complementary')",1
3588,"('landline', 'complementary', 'tenerife')",1
3589,"('complementary', 'tenerife', 'holiday')",1
3590,"('see', 'box', 'ppm')",1
3591,"('box', 'ppm', 'sender')",1
3592,"('ppm', 'sender', 'offerwinner')",1
3593,"('sender', 'offerwinner', 'valued')",1
3594,"('offerwinner', 'valued', 'network')",1
3595,"('customer', 'selected', 'receive')",1
3596,"('receive', '£<num>', 'reward')",4
3597,"('£<num>', 'reward', 'collect')",1
3598,"('reward', 'collect', 'call')",1
3599,"('collect', 'call', '<num>')",3
3600,"('call', '<num>', 'valid')",1
3601,"('<num>', 'valid', 'hour')",1
3602,"('valid', 'hour', 'acl<num>pmnokia')",1
3603,"('hour', 'acl<num>pmnokia', '<num>')",1
3604,"('acl<num>pmnokia', '<num>', 'plus')",1
3605,"('<num>', 'plus', 'free')",1
3606,"('plus', 'free', 'digital')",1
3607,"('free', 'digital', 'camera')",1
3608,"('digital', 'camera', 'get')",1
3609,"('camera', 'get', 'win')",1
3610,"('nokia', '<num>', 'pobox<num>tcrw<num>free')",1
3611,"('<num>', 'pobox<num>tcrw<num>free', 'entry')",1
3612,"('pobox<num>tcrw<num>free', 'entry', '£<num>')",1
3613,"('send', 'word', 'win')",1
3614,"('win', '<num>', 'wwwtxttowincouktext<num>')",1
3615,"('<num>', 'wwwtxttowincouktext<num>', 'get')",1
3616,"('wwwtxttowincouktext<num>', 'get', 'ringtones')",1
3617,"('get', 'ringtones', 'logo')",1
3618,"('ringtones', 'logo', 'game')",1
3619,"('logo', 'game', 'wwwtxt<num>com')",1
3620,"('game', 'wwwtxt<num>com', 'question')",1
3621,"('wwwtxt<num>com', 'question', 'infotxt<num>coukfreeman')",1
3622,"('question', 'infotxt<num>coukfreeman', 'awarded')",1
3623,"('infotxt<num>coukfreeman', 'awarded', 'free')",1
3624,"('awarded', 'free', 'mini')",1
3625,"('free', 'mini', 'digital')",1
3626,"('mini', 'digital', 'camera')",1
3627,"('digital', 'camera', 'reply')",1
3628,"('camera', 'reply', 'snap')",1
3629,"('reply', 'snap', 'collect')",1
3630,"('snap', 'collect', 'prize')",1
3631,"('collect', 'prize', 'quizclub')",1
3632,"('prize', 'quizclub', 'opt')",1
3633,"('quizclub', 'opt', 'stop')",1
3634,"('opt', 'stop', '<num>pwk')",1
3635,"('stop', '<num>pwk', 'spam')",1
3636,"('<num>pwk', 'spam', 'ph<num>message')",1
3637,"('spam', 'ph<num>message', 'brought')",1
3638,"('ph<num>message', 'brought', 'new')",1
3639,"('brought', 'new', 'ltd')",1
3640,"('new', 'ltd', 'connectedcongrats')",1
3641,"('ltd', 'connectedcongrats', 'mobile')",1
3642,"('connectedcongrats', 'mobile', 'videophones')",1
3643,"('music', 'online', 'rental')",4
3644,"('online', 'rental', 'bxsnext')",1
3645,"('rental', 'bxsnext', 'amazing')",1
3646,"('bxsnext', 'amazing', 'xxx')",1
3647,"('amazing', 'xxx', 'picsfree<num>')",1
3648,"('xxx', 'picsfree<num>', 'video')",1
3649,"('picsfree<num>', 'video', 'sent')",1
3650,"('video', 'sent', 'enjoy')",1
3651,"('sent', 'enjoy', 'one')",1
3652,"('enjoy', 'one', 'enough')",1
3653,"('one', 'enough', 'day')",1
3654,"('enough', 'day', 'text')",1
3655,"('day', 'text', 'back')",1
3656,"('text', 'back', 'keyword')",1
3657,"('back', 'keyword', 'picsfree<num>')",1
3658,"('keyword', 'picsfree<num>', 'get')",1
3659,"('picsfree<num>', 'get', 'next')",1
3660,"('get', 'next', 'videosubscribed')",1
3661,"('next', 'videosubscribed', 'best')",1
3662,"('videosubscribed', 'best', 'mobile')",1
3663,"('service', 'per', 'ten')",1
3664,"('per', 'ten', 'day')",1
3665,"('ten', 'day', 'send')",1
3666,"('<num>', 'helpline', '<num>free')",1
3667,"('helpline', '<num>free', 'tarot')",1
3668,"('<num>free', 'tarot', 'text')",1
3669,"('tarot', 'text', 'find')",1
3670,"('text', 'find', 'love')",1
3671,"('find', 'love', 'life')",1
3672,"('love', 'life', 'try')",1
3673,"('life', 'try', 'free')",1
3674,"('try', 'free', 'text')",1
3675,"('free', 'text', 'chance')",1
3676,"('text', 'chance', '<num>')",1
3677,"('chance', '<num>', 'free')",1
3678,"('<num>', 'free', 'mug')",1
3679,"('free', 'mug', '£<num>join')",1
3680,"('mug', '£<num>join', 'horniest')",1
3681,"('£<num>join', 'horniest', 'dogging')",1
3682,"('horniest', 'dogging', 'service')",1
3683,"('dogging', 'service', 'sex')",1
3684,"('service', 'sex', 'unite')",1
3685,"('sex', 'unite', 'sign')",1
3686,"('unite', 'sign', 'follow')",1
3687,"('sign', 'follow', 'instruction')",1
3688,"('follow', 'instruction', 'text')",1
3689,"('instruction', 'text', 'entry')",1
3690,"('text', 'entry', '<num>')",1
3691,"('entry', '<num>', 'nytec<num>a<num>lpmsg<num>psunshine')",1
3692,"('<num>', 'nytec<num>a<num>lpmsg<num>psunshine', 'quiz')",1
3693,"('nytec<num>a<num>lpmsg<num>psunshine', 'quiz', 'wkly')",1
3694,"('<num>', '£<num>', 'tyroneknock')",1
3695,"('£<num>', 'tyroneknock', 'knock')",1
3696,"('tyroneknock', 'knock', 'text')",1
3697,"('knock', 'text', 'whose')",1
3698,"('text', 'whose', '<num>')",1
3699,"('whose', '<num>', 'enter')",1
3700,"('<num>', 'enter', 'weekly')",1
3701,"('enter', 'weekly', 'draw')",1
3702,"('weekly', 'draw', '£<num>')",1
3703,"('gift', 'voucher', 'store')",1
3704,"('voucher', 'store', 'choice')",1
3705,"('store', 'choice', 'wwwtklscom')",1
3706,"('choice', 'wwwtklscom', 'age')",1
3707,"('wwwtklscom', 'age', 'stoptxtstop£<num>weekforwarded')",1
3708,"('age', 'stoptxtstop£<num>weekforwarded', '<num>hi')",1
3709,"('stoptxtstop£<num>weekforwarded', '<num>hi', 'mailbox')",1
3710,"('sims', 'alert', 'match')",1
3711,"('alert', 'match', 'please')",1
3712,"('retrieve', 'message', 'match')",1
3713,"('message', 'match', 'cc<num>pminfree')",1
3714,"('match', 'cc<num>pminfree', 'ring')",1
3715,"('cc<num>pminfree', 'ring', 'tone')",1
3716,"('ring', 'tone', 'text')",1
3717,"('tone', 'text', 'polys')",1
3718,"('text', 'polys', '<num>')",1
3719,"('polys', '<num>', 'every')",1
3720,"('<num>', 'every', 'week')",1
3721,"('every', 'week', 'get')",1
3722,"('week', 'get', 'new')",1
3723,"('get', 'new', 'tone')",1
3724,"('new', 'tone', '<num>yrs')",1
3725,"('tone', '<num>yrs', '£<num>wkurgent')",1
3726,"('<num>yrs', '£<num>wkurgent', 'mobile')",1
3727,"('£<num>wkurgent', 'mobile', 'xxx')",1
3728,"('mobile', 'xxx', '£<num>')",1
3729,"('xxx', '£<num>', 'bonus')",1
3730,"('asap', 'box<num>n<num>qp', 'ppmguaranteed')",1
3731,"('box<num>n<num>qp', 'ppmguaranteed', 'latest')",1
3732,"('ltd', 'ldnw<num>h', '<num>pmtmsgrcvd<num>hello')",1
3733,"('ldnw<num>h', '<num>pmtmsgrcvd<num>hello', 'darling')",1
3734,"('<num>pmtmsgrcvd<num>hello', 'darling', 'today')",1
3735,"('darling', 'today', 'would')",1
3736,"('today', 'would', 'love')",1
3737,"('would', 'love', 'chat')",1
3738,"('love', 'chat', 'done')",1
3739,"('chat', 'done', 'tell')",1
3740,"('done', 'tell', 'look')",1
3741,"('tell', 'look', 'like')",1
3742,"('look', 'like', 'sexy<num>')",1
3743,"('like', 'sexy<num>', 'free')",1
3744,"('sexy<num>', 'free', 'week')",1
3745,"('free', 'week', 'nokia')",1
3746,"('box', '<num>', 'norm')",1
3747,"('<num>', 'norm', 'peptonewanna')",1
3748,"('norm', 'peptonewanna', 'get')",1
3749,"('peptonewanna', 'get', 'laid')",1
3750,"('get', 'laid', 'unite')",1
3751,"('laid', 'unite', 'want')",1
3752,"('unite', 'want', 'real')",1
3753,"('sent', 'direct', 'mobile')",2
3754,"('direct', 'mobile', 'join')",2
3755,"('mobile', 'join', 'largest')",2
3756,"('dogging', 'network', 'text')",2
3757,"('network', 'text', 'park')",1
3758,"('text', 'park', '<num>')",1
3759,"('park', '<num>', 'echo')",1
3760,"('<num>', 'echo', 'alp')",1
3761,"('echo', 'alp', '£<num>msgtried')",1
3762,"('alp', '£<num>msgtried', 'contact')",1
3763,"('£<num>msgtried', 'contact', 'response')",1
3764,"('contact', 'response', 'offer')",1
3765,"('response', 'offer', 'new')",1
3766,"('offer', 'new', 'nokia')",1
3767,"('new', 'nokia', 'one')",1
3768,"('nokia', 'one', 'camcorder')",1
3769,"('one', 'camcorder', 'hit')",1
3770,"('camcorder', 'hit', 'reply')",1
3771,"('hit', 'reply', 'call')",1
3772,"('reply', 'call', '<num>')",6
3773,"('call', '<num>', 'deliverynew')",1
3774,"('<num>', 'deliverynew', 'tone')",1
3775,"('deliverynew', 'tone', 'week')",1
3776,"('tone', 'week', 'include')",1
3777,"('week', 'include', '<num>mcflyall')",1
3778,"('include', '<num>mcflyall', 'sara')",1
3779,"('<num>mcflyall', 'sara', 'jorgeshock')",1
3780,"('sara', 'jorgeshock', 'smithswitch')",1
3781,"('jorgeshock', 'smithswitch', 'order')",1
3782,"('smithswitch', 'order', 'follow')",1
3783,"('order', 'follow', 'instruction')",1
3784,"('follow', 'instruction', 'next')",1
3785,"('instruction', 'next', 'messageurgent')",1
3786,"('next', 'messageurgent', 'trying')",1
3787,"('messageurgent', 'trying', 'contact')",1
3788,"('line', 'claim', 'validsport')",1
3789,"('claim', 'validsport', 'fan')",1
3790,"('validsport', 'fan', 'get')",1
3791,"('fan', 'get', 'latest')",1
3792,"('get', 'latest', 'sport')",1
3793,"('latest', 'sport', 'news')",1
3794,"('sport', 'news', 'str')",1
3795,"('news', 'str', 'mobile')",1
3796,"('str', 'mobile', 'free')",1
3797,"('mobile', 'free', 'plus')",1
3798,"('free', 'plus', 'free')",1
3799,"('plus', 'free', 'tone')",1
3800,"('free', 'tone', 'text')",1
3801,"('tone', 'text', 'sport')",1
3802,"('text', 'sport', '<num>')",1
3803,"('sport', '<num>', 'wwwgetzedcouk')",1
3804,"('<num>', 'wwwgetzedcouk', '<num>')",1
3805,"('wwwgetzedcouk', '<num>', 'norm')",1
3806,"('<num>', 'norm', '<num>txt<num>purgent')",1
3807,"('norm', '<num>txt<num>purgent', 'urgent')",1
3808,"('<num>txt<num>purgent', 'urgent', 'free')",1
3809,"('urgent', 'free', 'flight')",1
3810,"('free', 'flight', 'europe')",1
3811,"('flight', 'europe', 'give')",1
3812,"('europe', 'give', 'away')",1
3813,"('give', 'away', 'call')",1
3814,"('away', 'call', 'sept')",1
3815,"('call', 'sept', 'take')",1
3816,"('sept', 'take', 'friend')",1
3817,"('take', 'friend', 'free')",1
3818,"('friend', 'free', 'call')",1
3819,"('free', 'call', 'claim')",1
3820,"('call', 'claim', '<num>')",1
3821,"('claim', '<num>', 'ba<num>nnfwfly<num>ppm<num>')",1
3822,"('<num>', 'ba<num>nnfwfly<num>ppm<num>', 'lost')",1
3823,"('ba<num>nnfwfly<num>ppm<num>', 'lost', 'helpfreeman')",1
3824,"('lost', 'helpfreeman', 'fancy')",1
3825,"('helpfreeman', 'fancy', 'flirt')",1
3826,"('fancy', 'flirt', 'reply')",1
3827,"('flirt', 'reply', 'date')",1
3828,"('reply', 'date', 'join')",1
3829,"('date', 'join', 'fastest')",1
3830,"('join', 'fastest', 'growing')",2
3831,"('fastest', 'growing', 'mobile')",1
3832,"('growing', 'mobile', 'dating')",1
3833,"('mobile', 'dating', 'service')",1
3834,"('dating', 'service', 'mug')",1
3835,"('service', 'mug', 'rcd')",1
3836,"('mug', 'rcd', 'output')",1
3837,"('rcd', 'output', 'text')",1
3838,"('stop', '<num>', 'reply')",1
3839,"('<num>', 'reply', 'dategreat')",1
3840,"('reply', 'dategreat', 'new')",1
3841,"('dategreat', 'new', 'offer')",1
3842,"('new', 'offer', 'double')",2
3843,"('offer', 'double', 'mind')",2
3844,"('double', 'mind', 'double')",2
3845,"('double', 'text', 'best')",2
3846,"('text', 'best', 'orange')",2
3847,"('best', 'orange', 'tariff')",2
3848,"('orange', 'tariff', 'get')",2
3849,"('tariff', 'get', 'latest')",2
3850,"('get', 'latest', 'camera')",2
3851,"('phone', 'free', 'call')",2
3852,"('call', 'mobileupd<num>', 'free')",2
3853,"('mobileupd<num>', 'free', '<num>')",2
3854,"('free', '<num>', '<num>stoptxthope')",1
3855,"('<num>', '<num>stoptxthope', 'enjoyed')",1
3856,"('<num>stoptxthope', 'enjoyed', 'new')",1
3857,"('help<num>p', 'provided', 'tones<num>youcoukday')",1
3858,"('provided', 'tones<num>youcoukday', 'euro<num>')",1
3859,"('tones<num>youcoukday', 'euro<num>', 'kickoff')",1
3860,"('euro', 'stop', '<num>urgent')",1
3861,"('stop', '<num>urgent', 'please')",1
3862,"('<num>urgent', 'please', 'call')",1
3863,"('<num>', 'landline', '£<num>')",3
3864,"('landline', '£<num>', 'cash')",3
3865,"('£<num>', 'cash', 'luxury')",2
3866,"('cash', 'luxury', 'canary')",2
3867,"('luxury', 'canary', 'island')",2
3868,"('canary', 'island', 'holiday')",2
3869,"('island', 'holiday', 'await')",2
3870,"('holiday', 'await', 'collection')",3
3871,"('collection', 'see', 'award')",1
3872,"('see', 'award', '<num>m<num>aq')",1
3873,"('award', '<num>m<num>aq', 'ppmurgent')",1
3874,"('<num>m<num>aq', 'ppmurgent', 'please')",1
3875,"('ppmurgent', 'please', 'call')",1
3876,"('landline', 'complimentary', 'lux')",1
3877,"('complimentary', 'lux', 'costa')",1
3878,"('lux', 'costa', 'del')",1
3879,"('ppm', 'see', 'james')",1
3880,"('see', 'james', 'errknow')",1
3881,"('james', 'errknow', 'know')",1
3882,"('errknow', 'know', 'send')",1
3883,"('hgsuite<num>landsroww<num>j<num>hl', 'len', 'yearmarried')",1
3884,"('len', 'yearmarried', 'local')",1
3885,"('yearmarried', 'local', 'woman')",1
3886,"('local', 'woman', 'looking')",1
3887,"('woman', 'looking', 'discreet')",1
3888,"('looking', 'discreet', 'action')",1
3889,"('discreet', 'action', 'real')",1
3890,"('action', 'real', 'match')",1
3891,"('real', 'match', 'instantly')",1
3892,"('match', 'instantly', 'phone')",1
3893,"('instantly', 'phone', 'text')",1
3894,"('phone', 'text', 'match')",1
3895,"('text', 'match', '<num>')",1
3896,"('match', '<num>', 'mag')",1
3897,"('<num>', 'mag', 'cost')",1
3898,"('mag', 'cost', 'stop')",1
3899,"('cost', 'stop', 'text')",1
3900,"('stop', 'text', 'stop')",1
3901,"('text', 'stop', 'bcmsfwc<num>n<num>xxburger')",1
3902,"('stop', 'bcmsfwc<num>n<num>xxburger', 'king')",1
3903,"('bcmsfwc<num>n<num>xxburger', 'king', 'wanna')",1
3904,"('king', 'wanna', 'play')",1
3905,"('wanna', 'play', 'footy')",1
3906,"('play', 'footy', 'top')",1
3907,"('footy', 'top', 'stadium')",1
3908,"('top', 'stadium', 'get')",1
3909,"('stadium', 'get', 'burger')",1
3910,"('get', 'burger', 'king')",1
3911,"('burger', 'king', 'sept')",1
3912,"('king', 'sept', 'large')",1
3913,"('sept', 'large', 'super')",1
3914,"('large', 'super', 'cocoa')",1
3915,"('super', 'cocoa', 'walk')",1
3916,"('cocoa', 'walk', 'winnercome')",1
3917,"('walk', 'winnercome', 'take')",1
3918,"('winnercome', 'take', 'little')",1
3919,"('take', 'little', 'time')",1
3920,"('little', 'time', 'child')",1
3921,"('time', 'child', 'afraid')",1
3922,"('child', 'afraid', 'dark')",1
3923,"('afraid', 'dark', 'become')",1
3924,"('dark', 'become', 'teenager')",1
3925,"('become', 'teenager', 'want')",1
3926,"('teenager', 'want', 'stay')",1
3927,"('want', 'stay', 'nightchance')",1
3928,"('stay', 'nightchance', 'win')",1
3929,"('nightchance', 'win', '£<num>')",1
3930,"('custard', '<num>', '<num>x<num>pwkbin')",1
3931,"('<num>', '<num>x<num>pwkbin', 'awarded')",1
3932,"('<num>x<num>pwkbin', 'awarded', 'play')",1
3933,"('awarded', 'play', 'instant')",1
3934,"('play', 'instant', 'cash')",1
3935,"('instant', 'cash', 'call')",1
3936,"('cash', 'call', '<num>')",1
3937,"('<num>', 'claim', 'every')",1
3938,"('claim', 'every', 'eth')",1
3939,"('every', 'eth', 'player')",1
3940,"('eth', 'player', 'win')",1
3941,"('player', 'win', 'min')",1
3942,"('win', 'min', '£<num>£<num>')",1
3943,"('min', '£<num>£<num>', 'output')",1
3944,"('£<num>£<num>', 'output', '<num>freemsgfav')",1
3945,"('output', '<num>freemsgfav', 'xmas')",1
3946,"('<num>freemsgfav', 'xmas', 'tonesreply')",1
3947,"('xmas', 'tonesreply', 'realdecember')",1
3948,"('tonesreply', 'realdecember', 'mobile')",1
3949,"('realdecember', 'mobile', 'month')",1
3950,"('update', 'free', '<num>gre')",1
3951,"('free', '<num>gre', 'poly')",1
3952,"('<num>gre', 'poly', 'tone')",1
3953,"('poly', 'tone', 'mob')",1
3954,"('tone', 'mob', 'direct')",1
3955,"('mob', 'direct', 'reply')",1
3956,"('direct', 'reply', 'poly')",1
3957,"('reply', 'poly', 'title')",1
3958,"('poly', 'title', '<num>')",1
3959,"('<num>', 'leg', 'poly')",1
3960,"('leg', 'poly', 'breathe')",1
3961,"('poly', 'breathe', 'title')",1
3962,"('breathe', 'title', 'crazy')",1
3963,"('title', 'crazy', 'sleepingwith')",1
3964,"('crazy', 'sleepingwith', 'finest')",1
3965,"('sleepingwith', 'finest', 'mac')",1
3966,"('finest', 'mac', 'getzedcouk')",1
3967,"('mac', 'getzedcouk', 'pobox<num>o<num>w<num>wqinterflow')",1
3968,"('getzedcouk', 'pobox<num>o<num>w<num>wqinterflow', 'late')",1
3969,"('pobox<num>o<num>w<num>wqinterflow', 'late', 'order')",1
3970,"('late', 'order', 'interflow')",1
3971,"('order', 'interflow', 'flower')",1
3972,"('interflow', 'flower', 'christmas')",1
3973,"('flower', 'christmas', 'call')",1
3974,"('christmas', 'call', '<num>')",1
3975,"('<num>', '<num>', 'place')",1
3976,"('<num>', 'place', 'order')",1
3977,"('place', 'order', 'midnight')",1
3978,"('order', 'midnight', 'tomorrowromcapspam')",1
3979,"('midnight', 'tomorrowromcapspam', 'everyone')",1
3980,"('tomorrowromcapspam', 'everyone', 'around')",1
