,bigram,count
1644,"('<num>awarded', 'six')",2
1645,"('six', 'digital')",6
1646,"('digital', 'camera')",8
1647,"('camera', 'call')",6
1648,"('landline', 'delivery')",6
1649,"('delivery', 'within')",6
1650,"('within', 'day')",2
1651,"('day', 'box')",2
1652,"('box', 'm<num>bp')",2
1653,"('m<num>bp', 'tyr')",2
1654,"('tyr', 'warranty')",2
1655,"('warranty', 'ppm')",2
1656,"('ppm', 'p£<num>win')",1
1657,"('p£<num>win', 'urgent')",1
1658,"('urgent', 'mobile')",2
1659,"('<num>', 'valid')",6
1660,"('valid', 'ppmdear')",1
1661,"('ppmdear', 'subscriber')",1
1662,"('subscriber', 'draw')",3
1663,"('voucher', 'entered')",3
1664,"('entered', 'receipt')",3
1665,"('receipt', 'correct')",3
1666,"('correct', 'elvis')",1
1667,"('elvis', 'presley')",1
1668,"('presley', 'birthday')",1
1669,"('birthday', 'text')",1
1670,"('text', 'answer')",2
1671,"('answer', '<num>message')",1
1672,"('<num>message', 'important')",1
1673,"('important', 'information')",3
1674,"('information', 'user')",3
1675,"('user', 'today')",4
1676,"('today', 'lucky')",6
1677,"('lucky', 'day')",4
1678,"('day', 'find')",4
1679,"('find', 'log')",4
1680,"('log', 'onto')",7
1681,"('onto', 'httpwwwurawinnercom')",6
1682,"('httpwwwurawinnercom', 'fantastic')",6
1683,"('fantastic', 'surprise')",5
1684,"('surprise', 'awaiting<num>')",1
1685,"('awaiting<num>', '£<num>')",1
1686,"('£<num>', 'price')",1
1687,"('price', 'claim')",1
1688,"('call', '<num>bored')",1
1689,"('<num>bored', 'speed')",1
1690,"('speed', 'dating')",1
1691,"('dating', 'try')",1
1692,"('try', 'speedboat')",1
1693,"('speedboat', 'text')",1
1694,"('text', 'speedboat')",1
1695,"('speedboat', '<num>')",1
1696,"('<num>', 'like')",1
1697,"('like', 'text')",1
1698,"('text', 'swap')",1
1699,"('swap', 'get')",1
1700,"('get', 'new')",2
1701,"('new', 'chatter')",1
1702,"('chatter', 'chat<num>')",1
1703,"('chat<num>', 'pobox<num>w<num>wq')",1
1704,"('pobox<num>w<num>wq', '<num>pmsg')",1
1705,"('<num>pmsg', 'rcdwant')",1
1706,"('rcdwant', 'anytime')",1
1707,"('delivery', 'tomorrowtaking')",1
1708,"('tomorrowtaking', 'part')",1
1709,"('part', 'mobile')",1
1710,"('mobile', 'survey')",1
1711,"('survey', 'yesterday')",1
1712,"('yesterday', 'text')",1
1713,"('text', 'use')",1
1714,"('use', 'however')",1
1715,"('however', 'wish')",1
1716,"('wish', 'get')",1
1717,"('get', 'tit')",1
1718,"('tit', 'send')",1
1719,"('send', 'text')",1
1720,"('<num>', 'wwwtxt<num>comhmm')",1
1721,"('wwwtxt<num>comhmm', 'quiz')",1
1722,"('quiz', 'casablanca')",1
1723,"('casablanca', 'currently')",1
1724,"('currently', '£<num>')",1
1725,"('£<num>', 'maximize')",1
1726,"('<num>', '<num>pmsgdone')",1
1727,"('<num>pmsgdone', 'forget')",1
1728,"('forget', 'place')",1
1729,"('place', 'many')",1
1730,"('many', 'free')",1
1731,"('free', 'request')",1
1732,"('request', '<num>stchoicecouk')",1
1733,"('<num>stchoicecouk', 'wish')",1
1734,"('wish', 'information')",1
1735,"('information', 'call')",1
1736,"('call', '<num>know')",1
1737,"('<num>know', 'know')",1
1738,"('know', 'send')",3
1739,"('send', 'chat')",3
1740,"('chat', '<num>')",12
1741,"('<num>', 'let')",3
1742,"('let', 'find')",3
1743,"('find', '<num>pmsg')",3
1744,"('rcd', 'hgsuite<num>landsroww<num>j<num>hl')",3
1745,"('hgsuite<num>landsroww<num>j<num>hl', 'len')",3
1746,"('len', 'yearthank')",1
1747,"('yearthank', 'winner')",1
1748,"('winner', 'notified')",1
1749,"('notified', 'sims')",1
1750,"('sims', 'good')",1
1751,"('good', 'luck')",2
1752,"('luck', 'future')",1
1753,"('future', 'marketing')",1
1754,"('marketing', 'reply')",1
1755,"('<num>', 'customer')",3
1756,"('service', '<num><num>')",1
1757,"('<num><num>', 'girl')",1
1758,"('girl', 'many')",1
1759,"('many', 'local')",1
1760,"('local', 'virgin')",1
1761,"('virgin', 'ready')",1
1762,"('ready', 'mail')",1
1763,"('mail', 'every')",1
1764,"('every', 'sexual')",1
1765,"('sexual', 'need')",1
1766,"('need', 'mail')",1
1767,"('mail', 'text')",1
1768,"('text', 'cute')",1
1769,"('cute', '<num>£<num>pfree')",1
1770,"('<num>£<num>pfree', 'entry')",1
1771,"('apply', '<num>over<num>got')",1
1772,"('<num>over<num>got', 'take')",1
1773,"('take', 'take')",2
1774,"('take', 'part')",9
1775,"('part', 'arc')",2
1776,"('arc', 'rally')",2
1777,"('rally', 'lemonade')",2
1778,"('lemonade', 'energy')",2
1779,"('energy', 'text')",2
1780,"('text', 'rally')",2
1781,"('rally', '<num>')",2
1782,"('see', 'pack')",2
1783,"('pack', 'lucozadecoukwrc')",2
1784,"('lucozadecoukwrc', 'couldsex')",1
1785,"('couldsex', 'mobile')",1
1786,"('free', 'sexy')",1
1787,"('sexy', 'pic')",1
1788,"('pic', 'jordan')",3
1789,"('jordan', 'text')",1
1790,"('text', 'babe')",1
1791,"('babe', '<num>')",1
1792,"('<num>', 'every')",2
1793,"('every', 'get')",1
1794,"('get', 'sexy')",1
1795,"('sexy', 'celeb')",1
1796,"('celeb', 'pocketbabecouk')",1
1797,"('pocketbabecouk', 'pic')",1
1798,"('pic', 'hawk')",1
1799,"('hawk', '<num>new')",1
1800,"('<num>new', 'voicemail')",2
1801,"('voicemail', 'please')",3
1802,"('call', '<num>win')",1
1803,"('<num>win', 'year')",1
1804,"('year', 'supply')",2
1805,"('supply', 'store')",2
1806,"('store', 'choice')",3
1807,"('choice', 'worth')",2
1808,"('worth', '£<num>')",5
1809,"('£<num>', 'enter')",2
1810,"('enter', '£<num>')",2
1811,"('tic', 'wwwldewcomsubs<num>win<num>ppmx<num>sim')",1
1812,"('wwwldewcomsubs<num>win<num>ppmx<num>sim', 'subscriber')",1
1813,"('subscriber', 'selected')",1
1814,"('receive', 'bonus')",1
1815,"('bonus', 'get')",1
1816,"('get', 'delivered')",1
1817,"('delivered', 'door')",1
1818,"('door', 'text')",1
1819,"('word', '<num>')",1
1820,"('claim', '<num>pmsg')",1
1821,"('<num>pmsg', 'exp')",1
1822,"('exp', 'aprnew')",1
1823,"('aprnew', 'voicemail')",1
1824,"('call', '<num>nokia')",1
1825,"('<num>nokia', 'tone')",1
1826,"('<num>', 'tone')",4
1827,"('tone', 'free')",5
1828,"('free', 'get')",4
1829,"('get', 'latin')",4
1830,"('latin', 'tell')",4
1831,"('tell', 'friend')",4
1832,"('friend', 'peptone')",4
1833,"('peptone', 'reply')",4
1834,"('reply', 'infowinner')",1
1835,"('infowinner', 'specially')",1
1836,"('claim', '<num>reply')",1
1837,"('<num>reply', 'name')",1
1838,"('name', 'address')",1
1839,"('address', 'receive')",1
1840,"('receive', 'post')",1
1841,"('post', 'week')",1
1842,"('week', 'completely')",1
1843,"('completely', 'free')",1
1844,"('free', 'accommodation')",1
1845,"('accommodation', 'various')",1
1846,"('various', 'global')",1
1847,"('global', 'location')",1
1848,"('location', 'wwwphb<num>com')",1
1849,"('wwwphb<num>com', 'ph<num>pfree')",1
1850,"('ph<num>pfree', 'entry')",1
1851,"('weekly', 'comp')",6
1852,"('comp', 'send')",3
1853,"('send', 'word')",3
1854,"('word', 'enter')",2
1855,"('enter', '<num>')",2
1856,"('<num>', 'wwwtextcompcom')",1
1857,"('wwwtextcompcom', 'care')",1
1858,"('care', '<num>please')",1
1859,"('message', 'waitinghungry')",1
1860,"('waitinghungry', 'gay')",1
1861,"('gay', 'guy')",1
1862,"('guy', 'feeling')",1
1863,"('feeling', 'hungry')",1
1864,"('hungry', 'call')",1
1865,"('<num>', 'spain')",5
1866,"('spain', 'stop')",6
1867,"('<num>', 'spainget')",1
1868,"('spainget', 'phone')",1
1869,"('phone', 'wanna')",1
1870,"('wanna', 'chat')",2
1871,"('chat', 'set')",1
1872,"('set', 'meet')",1
1873,"('meet', 'call')",1
1874,"('<num>', 'cum')",3
1875,"('cum', 'moro')",1
1876,"('moro', 'lug')",1
1877,"('lug', 'jane')",1
1878,"('jane', 'xxx')",1
1879,"('xxx', 'calls£<num>minmoremobsemspobox<num>po<num>wanetwork')",1
1880,"('calls£<num>minmoremobsemspobox<num>po<num>wanetwork', 'operator')",1
1881,"('operator', 'service')",1
1882,"('service', 'free')",1
1883,"('free', 'visit')",1
1884,"('visit', '<num>bizenjoy')",1
1885,"('<num>bizenjoy', 'hamster')",1
1886,"('hamster', 'hidebound')",1
1887,"('hidebound', 'gold')",1
1888,"('gold', 'club')",1
1889,"('club', 'credit')",2
1890,"('credit', 'new')",1
1891,"('new', 'videosounds<num>')",1
1892,"('videosounds<num>', 'logosmusicnews')",1
1893,"('logosmusicnews', 'get')",1
1894,"('get', 'fun')",1
1895,"('fun', 'jamstercouk')",1
1896,"('jamstercouk', 'help')",1
1897,"('call', '<num>get')",1
1898,"('<num>get', 'lion')",2
1899,"('lion', 'england')",2
1900,"('england', 'tone')",2
1901,"('reply', 'lion')",2
1902,"('lion', 'mono')",2
1903,"('mono', 'lion')",2
1904,"('lion', 'poly')",2
1905,"('poly', 'wwwringtonescouk')",2
1906,"('wwwringtonescouk', 'original')",4
1907,"('original', 'best')",4
1908,"('best', 'tone')",4
1909,"('tone', 'gap')",4
1910,"('gap', 'network')",4
1911,"('network', 'operator')",4
1912,"('operator', 'rate')",4
1913,"('rate', 'applywin')",1
1914,"('applywin', 'newest')",1
1915,"('newest', 'harry')",2
1916,"('harry', 'potter')",2
1917,"('potter', 'order')",2
1918,"('order', 'phoenix')",2
1919,"('phoenix', 'book')",2
1920,"('book', 'reply')",2
1921,"('reply', 'harry')",2
1922,"('harry', 'answer')",2
1923,"('answer', 'question')",2
1924,"('question', 'chance')",2
1925,"('chance', 'first')",2
1926,"('first', 'among')",2
1927,"('among', 'readerbalance')",1
1928,"('readerbalance', '£<num>')",1
1929,"('£<num>', 'next')",2
1930,"('next', 'question')",2
1931,"('question', 'sang')",1
1932,"('sang', 'uptown')",1
1933,"('uptown', 'girl')",1
1934,"('girl', 'answer')",1
1935,"('answer', 'text')",1
1936,"('answer', '<num>')",1
1937,"('<num>', 'good')",3
1938,"('good', 'luckfreeway')",1
1939,"('luckfreeway', 'sexy')",1
1940,"('sexy', 'george')",2
1941,"('george', 'day')",2
1942,"('day', 'pic')",2
1943,"('jordan', 'pic')",2
1944,"('pic', '<num>')",3
1945,"('<num>', 'done')",2
1946,"('miss', 'every')",2
1947,"('every', 'saucy')",2
1948,"('saucy', 'celebs')",2
1949,"('celebs', 'pic')",2
1950,"('pic', 'pocketbabecouk')",2
1951,"('pocketbabecouk', '<num>')",2
1952,"('<num>', 'hawkhot')",1
1953,"('hawkhot', 'live')",1
1954,"('live', 'fantasy')",5
1955,"('fantasy', 'call')",6
1956,"('per', 'min')",11
1957,"('min', 'ltd')",7
1958,"('ltd', 'box')",8
1959,"('<num>', 'croydon')",7
1960,"('croydon', 'cry')",7
1961,"('cry', '<num>kbear')",1
1962,"('<num>kbear', 'pic')",1
1963,"('pic', 'nick')",1
1964,"('nick', 'tom')",1
1965,"('tom', 'pete')",1
1966,"('pete', 'dick')",1
1967,"('dick', 'fact')",1
1968,"('fact', 'type')",1
1969,"('type', 'try')",1
1970,"('try', 'gay')",1
1971,"('chat', 'photo')",1
1972,"('photo', 'upload')",2
1973,"('upload', 'call')",2
1974,"('call', '<num>new')",2
1975,"('<num>new', 'mobile')",1
1976,"('output', '<num>gbpmtmsg<num>')",2
1977,"('<num>gbpmtmsg<num>', 'auctiondouble')",1
1978,"('auctiondouble', 'mind')",1
1979,"('mind', 'double')",4
1980,"('double', 'text')",4
1981,"('text', 'price')",2
1982,"('price', 'inferential')",4
1983,"('inferential', 'latest')",2
1984,"('latest', 'orange')",3
1985,"('orange', 'bluetooth')",2
1986,"('bluetooth', 'mobile')",2
1987,"('mobile', 'call')",2
1988,"('mobileupd<num>', 'latest')",2
1989,"('latest', 'offer')",2
1990,"('offer', '<num>')",2
1991,"('<num>', 'call<num>optoutlf<num>nokia')",1
1992,"('call<num>optoutlf<num>nokia', 'tone')",1
1993,"('infourgent', 'important')",1
1994,"('surprise', 'awaitingdear')",1
1995,"('awaitingdear', 'invited')",1
1996,"('<num>', '<num>pmsgrcvdhgsuite<num>landsroww<num>j<num>hl')",4
1997,"('<num>pmsgrcvdhgsuite<num>landsroww<num>j<num>hl', 'lencongratulation')",1
1998,"('lencongratulation', 'awarded')",1
1999,"('tic', 'wwwldewcom')",2
2000,"('wwwldewcom', 'win<num>ppmx<num>age<num>sale')",1
2001,"('win<num>ppmx<num>age<num>sale', 'arsenal')",1
2002,"('arsenal', 'dartboard')",1
2003,"('dartboard', 'good')",1
2004,"('good', 'condition')",1
2005,"('condition', 'double')",1
2006,"('double', 'treblefree')",1
2007,"('treblefree', 'week')",1
2008,"('week', 'entry')",2
2009,"('entry', 'texted')",2
2010,"('texted', 'chance')",2
2011,"('win', 'page')",2
2012,"('ipod', '£<num>')",2
2013,"('cash', 'every')",6
2014,"('text', 'pod')",4
2015,"('pod', '<num>')",4
2016,"('tic', 'wwwtextpodnet')",2
2017,"('wwwtextpodnet', 'custard')",2
2018,"('custard', '<num>registered')",1
2019,"('<num>registered', 'option')",1
2020,"('option', 'subscriber')",1
2021,"('correct', '<num>')",1
2022,"('<num>', 'whats')",1
2023,"('whats', 'bic')",1
2024,"('bic', 'chartsummer')",1
2025,"('chartsummer', 'finally')",1
2026,"('finally', 'fancy')",1
2027,"('fancy', 'chat')",2
2028,"('chat', 'flirt')",1
2029,"('flirt', 'sexy')",1
2030,"('sexy', 'single')",1
2031,"('single', 'area')",1
2032,"('area', 'get')",1
2033,"('get', 'matched')",1
2034,"('matched', 'reply')",1
2035,"('reply', 'summer')",1
2036,"('summer', 'free')",3
2037,"('free', 'join')",4
2038,"('join', 'output')",1
2039,"('output', 'text')",6
2040,"('stop', 'help<num>claire')",1
2041,"('help<num>claire', 'born')",1
2042,"('born', 'time')",1
2043,"('time', 'alone')",1
2044,"('alone', 'wanna')",1
2045,"('wanna', 'cum')",1
2046,"('cum', 'unite')",1
2047,"('unite', 'chat')",1
2048,"('<num>', 'hope')",1
2049,"('hope', 'lug')",1
2050,"('lug', 'claire')",1
2051,"('claire', 'xxx')",1
2052,"('xxx', 'calls£<num>minmoremobsemspobox<num>po<num>wabought')",1
2053,"('calls£<num>minmoremobsemspobox<num>po<num>wabought', 'one')",1
2054,"('one', 'ringtone')",1
2055,"('ringtone', 'getting')",1
2056,"('getting', 'text')",1
2057,"('text', 'costing')",1
2058,"('costing', 'pound')",1
2059,"('pound', 'offering')",1
2060,"('offering', 'tone')",1
2061,"('tone', 'etc<num>')",1
2062,"('etc<num>', 'urgent')",1
2063,"('mobile', '<num>xxxxxxxxx')",2
2064,"('<num>xxxxxxxxx', '£<num>')",2
2065,"('attempt', 'reach')",5
2066,"('reach', 'call')",5
2067,"('<num>', 'asap<num>')",1
2068,"('asap<num>', 'guaranteed')",1
2069,"('guaranteed', 'latest')",1
2070,"('text', 'recollect')",1
2071,"('recollect', 'no<num>')",1
2072,"('no<num>', 'tell')",1
2073,"('tell', 'nyasa')",1
2074,"('nyasa', '<num>pmt')",1
2075,"('<num>pmt', 'msgrcvd<num>lucy')",1
2076,"('msgrcvd<num>lucy', 'hubby')",1
2077,"('hubby', 'meeting')",1
2078,"('meeting', 'day')",1
2079,"('day', 'fri')",1
2080,"('fri', 'alone')",1
2081,"('alone', 'hotel')",1
2082,"('hotel', 'fancy')",1
2083,"('fancy', 'cumin')",1
2084,"('cumin', 'plus')",1
2085,"('plus', 'leave')",1
2086,"('leave', 'mag')",2
2087,"('mag', 'day')",2
2088,"('day', '<num>')",1
2089,"('<num>', 'lucy')",1
2090,"('lucy', 'calls£<num>minmobsmorelkpobox<num>hp<num>flaccount')",1
2091,"('calls£<num>minmobsmorelkpobox<num>hp<num>flaccount', 'credited')",1
2092,"('credited', 'free')",1
2093,"('activate', 'text')",1
2094,"('word', 'credit')",1
2095,"('credit', '<num>')",1
2096,"('<num>', 'www<num>bizsims')",1
2097,"('www<num>bizsims', 'energy')",1
2098,"('energy', 'high')",1
2099,"('high', 'may')",1
2100,"('may', 'know')",1
2101,"('know', 'channel')",1
2102,"('channel', 'day')",1
2103,"('day', 'leadership')",1
2104,"('leadership', 'skill')",1
2105,"('skill', 'strong')",1
2106,"('strong', 'psychic')",1
2107,"('psychic', 'reply')",1
2108,"('reply', 'question')",1
2109,"('question', 'end')",1
2110,"('reply', 'endhot')",1
2111,"('endhot', 'live')",1
2112,"('cry', '<num>')",5
2113,"('rate', 'callthanks')",1
2114,"('callthanks', 'vote')",1
2115,"('vote', 'sing')",1
2116,"('sing', 'along')",1
2117,"('along', 'star')",1
2118,"('star', 'karaoke')",1
2119,"('karaoke', 'mobile')",1
2120,"('free', 'link')",1
2121,"('link', 'reply')",1
2122,"('reply', 'singbrand')",1
2123,"('singbrand', 'new')",1
2124,"('new', 'mobile')",2
2125,"('mobile', 'music')",1
2126,"('music', 'service')",1
2127,"('service', 'live')",2
2128,"('live', 'free')",1
2129,"('free', 'music')",1
2130,"('music', 'player')",1
2131,"('player', 'arrive')",1
2132,"('arrive', 'shortly')",1
2133,"('shortly', 'install')",1
2134,"('install', 'phone')",1
2135,"('phone', 'browse')",1
2136,"('browse', 'content')",1
2137,"('content', 'top')",1
2138,"('top', 'artisturgent')",1
2139,"('artisturgent', 'mobile')",1
2140,"('<num>', 'box<num>qu')",1
2141,"('box<num>qu', 'national')",1
2142,"('national', 'ratenokia')",1
2143,"('ratenokia', '<num>i')",1
2144,"('<num>i', 'get')",4
2145,"('get', 'win')",5
2146,"('win', 'free')",6
2147,"('free', 'auction')",5
2148,"('auction', 'take')",5
2149,"('part', 'send')",5
2150,"('send', 'nokia')",5
2151,"('hgsuite<num>lands', 'roww<num>jhlhello')",1
2152,"('roww<num>jhlhello', 'orange')",1
2153,"('orange', 'month')",1
2154,"('free', 'access')",2
2155,"('access', 'game')",1
2156,"('game', 'news')",1
2157,"('news', 'sport')",1
2158,"('sport', 'plus')",1
2159,"('plus', 'free')",6
2160,"('text', 'photo')",1
2161,"('photo', 'message')",1
2162,"('yes', 'term')",1
2163,"('term', 'apply')",1
2164,"('apply', 'wwworangecoukowcasablanca')",1
2165,"('wwworangecoukowcasablanca', 'currently')",1
2166,"('hgsuite<num>lands', 'roww<num>j<num>hlsims')",1
2167,"('roww<num>j<num>hlsims', 'auction')",1
2168,"('auction', 'brand')",2
2169,"('brand', 'new')",3
2170,"('new', 'nokia')",8
2171,"('<num>', 'auction')",2
2172,"('auction', 'today')",2
2173,"('today', 'auction')",2
2174,"('auction', 'free')",2
2175,"('join', 'take')",2
2176,"('part', 'text')",2
2177,"('hgsuite<num>lands', 'roww<num>j<num>hlprivate')",2
2178,"('roww<num>j<num>hlprivate', '<num>')",2
2179,"('expires', '<num>registered')",1
2180,"('<num>registered', 'subscriber')",1
2181,"('correct', 'next')",1
2182,"('next', 'olympics')",1
2183,"('olympics', 'text')",1
2184,"('text', '<num>urgent')",1
2185,"('<num>urgent', 'mobile')",2
2186,"('valid', 'ppmraking')",1
2187,"('ppmraking', 'pro')",1
2188,"('pro', 'video')",1
2189,"('video', 'club')",1
2190,"('club', 'need')",1
2191,"('need', 'help')",2
2192,"('help', 'inforingtonekingcouk')",1
2193,"('inforingtonekingcouk', 'call')",1
2194,"('must', 'club')",1
2195,"('credit', 'redeemable')",1
2196,"('redeemable', 'wwwringtonekingcouk')",1
2197,"('wwwringtonekingcouk', 'enjoysecret')",1
2198,"('enjoysecret', 'admirer')",1
2199,"('specifically', '<num>free')",1
2200,"('<num>free', 'text')",1
2201,"('text', 'mug')",1
2202,"('mug', 'text')",1
2203,"('<num>', 'credit')",1
2204,"('credit', 'accountselected')",1
2205,"('accountselected', 'stay')",1
2206,"('stay', 'top')",2
2207,"('top', 'british')",2
2208,"('british', 'hotel')",2
2209,"('hotel', 'nothing')",2
2210,"('nothing', 'holiday')",2
2211,"('holiday', 'worth')",1
2212,"('call', 'london')",1
2213,"('london', '<num>')",1
2214,"('<num>', 'swisseerie')",1
2215,"('swisseerie', 'nokia')",1
2216,"('reply', 'tone')",4
2217,"('tone', 'title')",2
2218,"('title', '<num>')",3
2219,"('leg', 'tone')",2
2220,"('tone', 'dracula')",2
2221,"('dracula', '<num>')",2
2222,"('<num>', 'title')",2
2223,"('title', 'ghost')",2
2224,"('ghost', 'addams')",2
2225,"('addams', 'monster')",2
2226,"('monster', 'exorcist')",2
2227,"('exorcist', 'twilight')",2
2228,"('twilight', 'wwwgetzedcouk')",2
2229,"('wwwgetzedcouk', 'pobox<num>w<num>wqnetwork')",1
2230,"('pobox<num>w<num>wqnetwork', 'allow')",1
2231,"('allow', 'company')",1
2232,"('company', 'bill')",1
2233,"('bill', 'sims')",1
2234,"('sims', 'responsible')",1
2235,"('responsible', 'supplier')",1
2236,"('supplier', 'shop')",1
2237,"('shop', 'give')",1
2238,"('give', 'guarantee')",1
2239,"('guarantee', 'sellfreemsgfeelin')",1
2240,"('sellfreemsgfeelin', 'kinda')",1
2241,"('kinda', 'hope')",1
2242,"('hope', 'like')",1
2243,"('like', 'keep')",1
2244,"('keep', 'company')",1
2245,"('company', 'got')",1
2246,"('got', 'cam')",1
2247,"('cam', 'mob')",2
2248,"('mob', 'wanna')",2
2249,"('wanna', 'pitt')",1
2250,"('pitt', 'reply')",1
2251,"('date', '<num>')",3
2252,"('<num>', 'msg<num>p')",2
2253,"('msg<num>p', 'prev')",1
2254,"('prev', 'help')",1
2255,"('stop', '<num>chance')",1
2256,"('<num>chance', 'win')",1
2257,"('text', 'action')",2
2258,"('action', '<num>')",2
2259,"('<num>', 'wwwmovietriviatv')",2
2260,"('wwwmovietriviatv', 'custard')",2
2261,"('<num>', '<num>x<num>pwkagent')",1
2262,"('<num>x<num>pwkagent', 'attempt')",1
2263,"('mobilesvary', 'maxlooking')",1
2264,"('maxlooking', 'saucy')",1
2265,"('saucy', 'daytime')",1
2266,"('daytime', 'fun')",1
2267,"('fun', 'win')",1
2268,"('win', 'busty')",1
2269,"('busty', 'married')",1
2270,"('married', 'woman')",1
2271,"('woman', 'free')",1
2272,"('free', 'next')",1
2273,"('next', 'week')",1
2274,"('week', 'chat')",1
2275,"('chat', 'sort')",1
2276,"('sort', 'time')",1
2277,"('time', '<num>')",2
2278,"('<num>', 'janine')",1
2279,"('janine', 'calls£<num>minmobsmorelkpobox<num>hp<num>flurgent')",1
2280,"('calls£<num>minmobsmorelkpobox<num>hp<num>flurgent', 'trying')",1
2281,"('claim', 'validmonthly')",1
2282,"('validmonthly', 'password')",1
2283,"('password', 'moscow')",1
2284,"('moscow', '<num>')",1
2285,"('<num>', 'use')",2
2286,"('use', 'phonetoday')",1
2287,"('phonetoday', 'danone')",1
2288,"('ending', '<num>my')",1
2289,"('<num>my', 'last')",1
2290,"('last', 'four')",1
2291,"('four', 'digit')",1
2292,"('digit', 'selected')",1
2293,"('£<num>', 'awardfree')",1
2294,"('awardfree', 'top')",1
2295,"('top', 'ringtone')",2
2296,"('ringtone', 'sub')",2
2297,"('sub', 'weekly')",2
2298,"('weekly', 'ringtones')",2
2299,"('ringtones', 'week')",2
2300,"('week', 'resend')",2
2301,"('resend', 'supply')",2
2302,"('week', 'sms<num>sunshine')",1
2303,"('sms<num>sunshine', 'quiz')",1
2304,"('£<num>', 'tyronefree')",1
2305,"('tyronefree', 'mag')",1
2306,"('mag', 'sorry')",1
2307,"('sorry', 'service')",1
2308,"('service', 'ordered')",1
2309,"('ordered', '<num>')",1
2310,"('<num>', 'could')",1
2311,"('could', 'delivered')",1
2312,"('delivered', 'sufficient')",1
2313,"('sufficient', 'credit')",1
2314,"('credit', 'please')",1
2315,"('please', 'top')",1
2316,"('top', 'receive')",1
2317,"('receive', 'servicehard')",1
2318,"('servicehard', 'live')",1
2319,"('live', 'chat')",3
2320,"('chat', 'spain')",2
2321,"('spain', 'choose')",2
2322,"('choose', 'girl')",2
2323,"('girl', 'connect')",2
2324,"('connect', 'live')",2
2325,"('live', 'call')",2
2326,"('<num>', 'cheap')",2
2327,"('cheap', 'chat')",2
2328,"('chat', 'biggest')",2
2329,"('biggest', 'live')",2
2330,"('live', 'service')",2
2331,"('service', 'vul')",2
2332,"('vul', 'bcm<num>wc<num>n<num>xxwow')",1
2333,"('bcm<num>wc<num>n<num>xxwow', 'boy')",1
2334,"('boy', 'back')",1
2335,"('back', 'take')",1
2336,"('take', '<num>')",1
2337,"('<num>', 'tour')",1
2338,"('tour', 'win')",1
2339,"('win', 'via')",1
2340,"('via', 'ticket')",1
2341,"('ticket', 'prebook')",1
2342,"('prebook', 'via')",1
2343,"('via', 'club')",1
2344,"('club', 'text')",1
2345,"('club', '<num>')",1
2346,"('<num>', 'trackmarque')",1
2347,"('trackmarque', 'ltd')",1
2348,"('ltd', 'infovipclub<num>umandy')",1
2349,"('infovipclub<num>umandy', 'sullivan')",1
2350,"('sullivan', 'calling')",1
2351,"('calling', 'hottie')",1
2352,"('hottie', 'chosen')",1
2353,"('chosen', 'receive')",1
2354,"('£<num>', 'easter')",1
2355,"('easter', 'prize')",1
2356,"('prize', 'displease')",1
2357,"('displease', 'telephone')",1
2358,"('telephone', '<num>')",1
2359,"('prize', 'transferred')",1
2360,"('transferred', 'someone')",1
2361,"('someone', 'elsegoing')",1
2362,"('elsegoing', 'bahamas')",1
2363,"('bahamas', 'callfreefone')",2
2364,"('callfreefone', '<num>')",2
2365,"('<num>', 'speak')",2
2366,"('claim', 'either')",2
2367,"('either', 'bahamas')",2
2368,"('bahamas', 'cruise')",2
2369,"('cruise', 'of£<num>')",2
2370,"('of£<num>', 'cash')",2
2371,"('cash', 'opt')",2
2372,"('opt', 'text')",3
2373,"('text', '<num>someone')",1
2374,"('<num>someone', 'contacted')",1
2375,"('fancy', 'youth')",1
2376,"('youth', 'find')",1
2377,"('<num>', 'pobox<num>n<num>tf<num><num>')",1
2378,"('pobox<num>n<num>tf<num><num>', 'igbo')",1
2379,"('igbo', 'customer')",2
2380,"('customer', 'loyalty')",2
2381,"('mobile', 'txtauctiontxt')",2
2382,"('txtauctiontxt', 'restart')",2
2383,"('restart', 'no<num>')",2
2384,"('no<num>', 'get')",2
2385,"('get', 'nowtsims')",1
2386,"('nowtsims', 'auction')",1
2387,"('auction', 'nokia')",1
2388,"('nokia', '<num>i')",6
2389,"('hgsuite<num>lands', 'roww<num>jhlcall')",1
2390,"('roww<num>jhlcall', 'freephone')",1
2391,"('<num>', '<num>buy')",1
2392,"('<num>buy', 'space')",1
2393,"('space', 'invader')",2
2394,"('invader', 'chance')",2
2395,"('win', 'orig')",2
2396,"('orig', 'arcade')",2
2397,"('arcade', 'game')",2
2398,"('game', 'console')",2
2399,"('console', 'press')",2
2400,"('press', 'game')",2
2401,"('game', 'arcade')",3
2402,"('arcade', 'std')",2
2403,"('std', 'charge')",2
2404,"('charge', 'see')",2
2405,"('see', 'o<num>coukgames')",2
2406,"('o<num>coukgames', 'term')",2
2407,"('term', 'setting')",2
2408,"('setting', 'purchaseloan')",1
2409,"('purchaseloan', 'purpose')",1
2410,"('back', 'helpbig')",1
2411,"('helpbig', 'brother')",1
2412,"('brother', 'alert')",1
2413,"('alert', 'computer')",1
2414,"('computer', 'selected')",1
2415,"('selected', 'ask')",1
2416,"('ask', 'cash')",1
2417,"('cash', 'voucher')",1
2418,"('box', 'cro<num>')",1
2419,"('cro<num>', 'landline')",1
2420,"('landline', 'cost')",1
2421,"('mobile', 'varywin')",1
2422,"('varywin', 'winner')",1
