,trigrams,count
13723,"('really', 'helpwindow', 'knew')",1
13724,"('helpwindow', 'knew', 'time')",1
13725,"('time', 'murder', 'exactlyperson')",1
13726,"('murder', 'exactlyperson', 'storysending')",1
13727,"('exactlyperson', 'storysending', 'homenormally')",1
13728,"('storysending', 'homenormally', 'hot')",1
13729,"('homenormally', 'hot', 'mail')",1
13730,"('hot', 'mail', 'com')",1
13731,"('mail', 'com', 'seesick')",1
13732,"('com', 'seesick', 'still')",1
13733,"('seesick', 'still', 'shoppingwell')",1
13734,"('still', 'shoppingwell', 'fine')",1
13735,"('shoppingwell', 'fine', 'bbdpooja')",1
13736,"('fine', 'bbdpooja', 'full')",1
13737,"('bbdpooja', 'full', 'pimpleseven')",1
13738,"('full', 'pimpleseven', 'become')",1
13739,"('pimpleseven', 'become', 'quite')",1
13740,"('become', 'quite', 'blackened')",1
13741,"('quite', 'blackened', 'rite')",1
13742,"('blackened', 'rite', 'cold')",1
13743,"('rite', 'cold', 'wearing')",1
13744,"('cold', 'wearing', 'sweaternicenicehow')",1
13745,"('wearing', 'sweaternicenicehow', 'workingreach')",1
13746,"('sweaternicenicehow', 'workingreach', 'home')",1
13747,"('workingreach', 'home', 'calltrying')",1
13748,"('home', 'calltrying', 'find')",1
13749,"('calltrying', 'find', 'chinese')",1
13750,"('find', 'chinese', 'food')",1
13751,"('chinese', 'food', 'place')",1
13752,"('food', 'place', 'aroundeasy')",1
13753,"('place', 'aroundeasy', 'mate')",1
13754,"('aroundeasy', 'mate', 'guess')",1
13755,"('mate', 'guess', 'quick')",1
13756,"('guess', 'quick', 'drink')",1
13757,"('quick', 'drink', 'bit')",1
13758,"('drink', 'bit', 'ambitiousbabe')",1
13759,"('bit', 'ambitiousbabe', 'miiiiiiissssssssss')",1
13760,"('ambitiousbabe', 'miiiiiiissssssssss', 'need')",1
13761,"('miiiiiiissssssssss', 'need', 'crave')",1
13762,"('need', 'crave', 'goose')",1
13763,"('crave', 'goose', 'sad')",1
13764,"('goose', 'sad', 'without')",1
13765,"('sad', 'without', 'babe')",1
13766,"('without', 'babe', 'loveaathiwhere')",1
13767,"('babe', 'loveaathiwhere', 'deartune')",1
13768,"('loveaathiwhere', 'deartune', 'queen')",1
13769,"('deartune', 'queen', 'wishing')",1
13770,"('queen', 'wishing', 'great')",1
13771,"('great', 'day', 'bioltoday')",1
13772,"('day', 'bioltoday', 'yellow')",1
13773,"('bioltoday', 'yellow', 'rose')",1
13774,"('yellow', 'rose', 'day')",1
13775,"('rose', 'day', 'love')",1
13776,"('day', 'love', 'friendship')",1
13777,"('love', 'friendship', 'give')",1
13778,"('friendship', 'give', 'missal')",1
13779,"('give', 'missal', 'amp')",1
13780,"('missal', 'amp', 'send')",1
13781,"('amp', 'send', 'find')",1
13782,"('send', 'find', 'amp')",1
13783,"('find', 'amp', 'see')",1
13784,"('amp', 'see', 'many')",1
13785,"('see', 'many', 'miss')",1
13786,"('many', 'miss', 'call')",1
13787,"('miss', 'call', 'get')",1
13788,"('call', 'get', 'get')",1
13789,"('get', 'get', 'missed')",1
13790,"('get', 'missed', 'marry')",1
13791,"('missed', 'marry', 'loverclass')",1
13792,"('marry', 'loverclass', 'hour')",1
13793,"('loverclass', 'hour', 'sorrywat')",1
13794,"('hour', 'sorrywat', 'time')",1
13795,"('sorrywat', 'time', 'finish')",1
13796,"('time', 'finish', 'lect')",1
13797,"('finish', 'lect', 'todaysad')",1
13798,"('lect', 'todaysad', 'story')",1
13799,"('todaysad', 'story', 'man')",1
13800,"('waiting', 'sofa', 'nakedfine')",1
13801,"('sofa', 'nakedfine', 'good')",1
13802,"('nakedfine', 'good', 'hear')",1
13803,"('good', 'hear', 'dear')",1
13804,"('hear', 'dear', 'happy')",1
13805,"('dear', 'happy', 'new')",1
13806,"('happy', 'new', 'yeargoing')",1
13807,"('new', 'yeargoing', 'cipro')",1
13808,"('yeargoing', 'cipro', 'interview')",1
13809,"('cipro', 'interview', 'todaytall')",1
13810,"('interview', 'todaytall', 'princessdoubt')",1
13811,"('todaytall', 'princessdoubt', 'could')",1
13812,"('princessdoubt', 'could', 'handle')",1
13813,"('could', 'handle', 'time')",1
13814,"('handle', 'time', 'per')",1
13815,"('per', 'night', 'casehama')",1
13816,"('night', 'casehama', 'hope')",1
13817,"('casehama', 'hope', 'hear')",1
13818,"('hope', 'hear', 'receipt')",1
13819,"('hear', 'receipt', 'sound')",1
13820,"('receipt', 'sound', 'luckgonna')",1
13821,"('sound', 'luckgonna', 'death')",1
13822,"('luckgonna', 'death', 'gonna')",1
13823,"('death', 'gonna', 'leave')",1
13824,"('gonna', 'leave', 'note')",1
13825,"('leave', 'note', 'say')",1
13826,"('note', 'say', 'robs')",1
13827,"('say', 'robs', 'fault')",1
13828,"('robs', 'fault', 'avengejapanese')",1
13829,"('fault', 'avengejapanese', 'proverb')",1
13830,"('avengejapanese', 'proverb', 'one')",1
13831,"('proverb', 'one', 'none')",2
13832,"('one', 'none', 'must')",2
13833,"('none', 'must', 'indian')",2
13834,"('must', 'indian', 'version')",2
13835,"('indian', 'version', 'one')",2
13836,"('version', 'one', 'let')",2
13837,"('one', 'let', 'none')",2
13838,"('let', 'none', 'leave')",2
13839,"('none', 'leave', 'finally')",2
13840,"('leave', 'finally', 'kerala')",2
13841,"('finally', 'kerala', 'version')",2
13842,"('kerala', 'version', 'one')",2
13843,"('version', 'one', 'stop')",2
13844,"('one', 'stop', 'none')",2
13845,"('stop', 'none', 'make')",2
13846,"('none', 'make', 'striketoday')",1
13847,"('make', 'striketoday', 'working')",1
13848,"('striketoday', 'working', 'free')",1
13849,"('working', 'free', 'gee')",1
13850,"('free', 'gee', 'working')",1
13851,"('gee', 'working', 'free')",1
13852,"('working', 'free', 'shoplife')",1
13853,"('free', 'shoplife', 'face')",1
13854,"('shoplife', 'face', 'choice')",1
13855,"('face', 'choice', 'toss')",1
13856,"('choice', 'toss', 'coin')",1
13857,"('toss', 'coin', 'settle')",1
13858,"('coin', 'settle', 'question')",1
13859,"('settle', 'question', 'coin')",1
13860,"('question', 'coin', 'air')",1
13861,"('coin', 'air', 'know')",1
13862,"('air', 'know', 'heart')",1
13863,"('know', 'heart', 'hoping')",1
13864,"('heart', 'hoping', 'audioknow')",1
13865,"('hoping', 'audioknow', 'god')",1
13866,"('audioknow', 'god', 'created')",1
13867,"('holding', 'hand', 'lovewant')",1
13868,"('hand', 'lovewant', 'kiss')",1
13869,"('lovewant', 'kiss', 'feel')",1
13870,"('kiss', 'feel', 'nexthappy')",1
13871,"('feel', 'nexthappy', 'sayingwould')",1
13872,"('nexthappy', 'sayingwould', 'lovely')",1
13873,"('sayingwould', 'lovely', 'sure')",1
13874,"('lovely', 'sure', 'think')",1
13875,"('sure', 'think', 'wot')",1
13876,"('think', 'wot', 'want')",1
13877,"('wot', 'want', 'drinking')",1
13878,"('want', 'drinking', 'dancing')",1
13879,"('drinking', 'dancing', 'latin')",1
13880,"('dancing', 'latin', 'cinema')",1
13881,"('latin', 'cinema', 'wotsaying')",1
13882,"('cinema', 'wotsaying', 'explicitly')",1
13883,"('wotsaying', 'explicitly', 'told')",1
13884,"('explicitly', 'told', 'nora')",1
13885,"('told', 'nora', 'know')",1
13886,"('nora', 'know', 'someone')",1
13887,"('know', 'someone', 'probably')",1
13888,"('someone', 'probably', 'gonna')",1
13889,"('probably', 'gonna', 'bothersay')",1
13890,"('gonna', 'bothersay', 'get')",1
13891,"('bothersay', 'get', 'back')",1
13892,"('tampa', 'preferably', 'eggersmith')",1
13893,"('preferably', 'eggersmith', 'waste')",1
13894,"('eggersmith', 'waste', 'day')",1
13895,"('waste', 'day', 'wanna')",1
13896,"('day', 'wanna', 'gaylemum')",1
13897,"('wanna', 'gaylemum', 'sent')",1
13898,"('gaylemum', 'sent', 'many')",1
13899,"('sent', 'many', 'many')",1
13900,"('many', 'many', 'message')",1
13901,"('many', 'message', 'since')",1
13902,"('message', 'since', 'got')",1
13903,"('since', 'got', 'want')",1
13904,"('got', 'want', 'know')",1
13905,"('want', 'know', 'actually')",1
13906,"('know', 'actually', 'getting')",1
13907,"('actually', 'getting', 'enjoy')",1
13908,"('getting', 'enjoy', 'rest')",1
13909,"('enjoy', 'rest', 'dayright')",1
13910,"('rest', 'dayright', 'tomorrow')",1
13911,"('dayright', 'tomorrow', 'around')",1
13912,"('tomorrow', 'around', 'listhousemaid')",1
13913,"('around', 'listhousemaid', 'murderer')",1
13914,"('listhousemaid', 'murderer', 'coz')",1
13915,"('closedincluding', 'post', 'officeunderstandactually')",1
13916,"('post', 'officeunderstandactually', 'first')",1
13917,"('officeunderstandactually', 'first', 'time')",1
13918,"('first', 'time', 'went')",1
13919,"('time', 'went', 'bed')",1
13920,"('went', 'bed', 'long')",1
13921,"('bed', 'long', 'spoke')",1
13922,"('long', 'spoke', 'woke')",1
13923,"('spoke', 'woke', 'nightseedone')",1
13924,"('woke', 'nightseedone', 'understand')",1
13925,"('nightseedone', 'understand', 'messagecrucify')",1
13926,"('understand', 'messagecrucify', 'told')",1
13927,"('messagecrucify', 'told', 'earlierkeep')",1
13928,"('told', 'earlierkeep', 'saying')",1
13929,"('earlierkeep', 'saying', 'since')",1
13930,"('saying', 'since', 'moved')",1
13931,"('since', 'moved', 'keep')",1
13932,"('moved', 'keep', 'butting')",1
13933,"('keep', 'butting', 'head')",1
13934,"('butting', 'head', 'freedom')",1
13935,"('head', 'freedom', 'responsibility')",1
13936,"('freedom', 'responsibility', 'tired')",1
13937,"('responsibility', 'tired', 'much')",1
13938,"('tired', 'much', 'shit')",1
13939,"('much', 'shit', 'deal')",1
13940,"('shit', 'deal', 'barely')",1
13941,"('deal', 'barely', 'keeping')",1
13942,"('barely', 'keeping', 'together')",1
13943,"('keeping', 'together', 'get')",1
13944,"('together', 'get', 'addedfuck')",1
13945,"('get', 'addedfuck', 'cedar')",1
13946,"('addedfuck', 'cedar', 'key')",1
13947,"('cedar', 'key', 'fuck')",1
13948,"('key', 'fuck', 'come')",1
13949,"('fuck', 'come', 'anyway')",1
13950,"('come', 'anyway', 'thotwenty')",1
13951,"('anyway', 'thotwenty', 'past')",1
13952,"('thotwenty', 'past', 'five')",1
13953,"('past', 'five', 'said')",1
13954,"('five', 'said', 'train')",1
13955,"('said', 'train', 'durham')",1
13956,"('train', 'durham', 'already')",1
13957,"('durham', 'already', 'coz')",1
13958,"('already', 'coz', 'reserved')",1
13959,"('coz', 'reserved', 'seatstill')",1
13960,"('reserved', 'seatstill', 'painting')",1
13961,"('seatstill', 'painting', 'wallprinter')",1
13962,"('painting', 'wallprinter', 'cool')",1
13963,"('wallprinter', 'cool', 'mean')",1
13964,"('cool', 'mean', 'groovy')",1
13965,"('mean', 'groovy', 'wine')",1
13966,"('groovy', 'wine', 'groovingparish')",1
13967,"('wine', 'groovingparish', 'rent')",1
13968,"('groovingparish', 'rent', 'transfer')",1
13969,"('rent', 'transfer', 'actanything')",1
13970,"('transfer', 'actanything', 'comingreally')",1
13971,"('actanything', 'comingreally', 'good')",1
13972,"('comingreally', 'good', 'nowadays')",1
13973,"('good', 'nowadays', 'shop')",1
13974,"('nowadays', 'shop', 'showroomscity')",1
13975,"('shop', 'showroomscity', 'shaping')",1
13976,"('showroomscity', 'shaping', 'goodstill')",1
13977,"('shaping', 'goodstill', 'attending')",1
13978,"('goodstill', 'attending', 'talkprobe')",1
13979,"('attending', 'talkprobe', 'hon')",1
13980,"('talkprobe', 'hon', 'pointtake')",1
13981,"('hon', 'pointtake', 'caretake')",1
13982,"('pointtake', 'caretake', 'phone')",1
13983,"('caretake', 'phone', 'gallon')",1
13984,"('phone', 'gallon', 'friday')",1
13985,"('gallon', 'friday', 'assume')",1
13986,"('friday', 'assume', 'yearbattery')",1
13987,"('assume', 'yearbattery', 'low')",1
13988,"('yearbattery', 'low', 'babeshufu')",1
13989,"('low', 'babeshufu', 'bought')",1
13990,"('babeshufu', 'bought', 'ron')",1
13991,"('bought', 'ron', 'present')",1
13992,"('ron', 'present', 'swatch')",1
13993,"('present', 'swatch', 'watchyeah')",1
13994,"('swatch', 'watchyeah', 'quite')",1
13995,"('watchyeah', 'quite', 'bit')",1
13996,"('quite', 'bit', 'left')",1
13997,"('bit', 'left', 'swing')",1
13998,"('left', 'swing', 'tomorrow')",1
13999,"('swing', 'tomorrow', 'getbabe')",1
14000,"('tomorrow', 'getbabe', 'said')",1
14001,"('getbabe', 'said', 'hour')",1
14002,"('said', 'hour', 'almost')",1
14003,"('hour', 'almost', 'internetsure')",1
14004,"('almost', 'internetsure', 'get')",1
14005,"('internetsure', 'get', 'noon')",1
14006,"('get', 'noon', 'seeyesterdaywent')",1
14007,"('noon', 'seeyesterdaywent', 'ganesha')",1
14008,"('seeyesterdaywent', 'ganesha', 'dress')",1
14009,"('ganesha', 'dress', 'shopcollecting')",1
14010,"('dress', 'shopcollecting', 'laptop')",1
14011,"('shopcollecting', 'laptop', 'going')",1
14012,"('laptop', 'going', 'configure')",1
14013,"('going', 'configure', 'setting')",1
14014,"('configure', 'setting', 'izmithome')",1
14015,"('setting', 'izmithome', 'come')",1
14016,"('izmithome', 'come', 'within')",1
14017,"('come', 'within', 'minright')",1
14018,"('within', 'minright', 'latest')",1
14019,"('minright', 'latest', 'probably')",1
14020,"('latest', 'probably', 'closer')",1
14021,"('probably', 'closer', 'jay')",1
14022,"('closer', 'jay', 'tyler')",1
14023,"('jay', 'tyler', 'two')",1
14024,"('tyler', 'two', 'tripcome')",1
14025,"('two', 'tripcome', 'ltdecimalgt')",1
14026,"('tripcome', 'ltdecimalgt', 'cleaning')",1
14027,"('ltdecimalgt', 'cleaning', 'housebill')",1
14028,"('cleaning', 'housebill', 'letter')",1
14029,"('housebill', 'letter', 'ism')",1
14030,"('letter', 'ism', 'expecting')",1
14031,"('ism', 'expecting', 'one')",1
14032,"('expecting', 'one', 'orange')",1
14033,"('one', 'orange', 'bill')",1
14034,"('orange', 'bill', 'may')",1
14035,"('bill', 'may', 'still')",1
14036,"('may', 'still', 'say')",1
14037,"('still', 'say', 'orangetell')",1
14038,"('say', 'orangetell', 'paindarwin')",1
14039,"('orangetell', 'paindarwin', 'hope')",1
14040,"('paindarwin', 'hope', 'nice')",1
14041,"('hope', 'nice', 'night')",1
14042,"('nice', 'night', 'wish')",1
14043,"('night', 'wish', 'come')",1
14044,"('wish', 'come', 'cant')",1
14045,"('come', 'cant', 'wait')",1
14046,"('wait', 'see', 'love')",1
14047,"('see', 'love', 'fran')",1
14048,"('love', 'fran', 'want')",1
14049,"('fran', 'want', 'dirty')",1
14050,"('want', 'dirty', 'anal')",1
14051,"('dirty', 'anal', 'sex')",1
14052,"('anal', 'sex', 'want')",1
14053,"('sex', 'want', 'man')",1
14054,"('want', 'man', 'gang')",1
14055,"('man', 'gang', 'bangknow')",1
14056,"('gang', 'bangknow', 'either')",1
14057,"('bangknow', 'either', 'clever')",1
14058,"('either', 'clever', 'simple')",1
14059,"('clever', 'simple', 'thing')",1
14060,"('simple', 'thing', 'pear')",1
14061,"('thing', 'pear', 'day')",1
14062,"('pear', 'day', 'perfect')",1
14063,"('day', 'perfect', 'christmashello')",1
14064,"('perfect', 'christmashello', 'wake')",1
14065,"('christmashello', 'wake', 'sweet')",1
14066,"('wake', 'sweet', 'morning')",2
14067,"('sweet', 'morning', 'welcome')",2
14068,"('morning', 'welcome', 'enjoy')",2
14069,"('welcome', 'enjoy', 'day')",2
14070,"('enjoy', 'day', 'full')",2
14071,"('day', 'full', 'joy')",2
14072,"('full', 'joy', 'god')",2
14073,"('joy', 'god', 'mingalbitemust')",1
14074,"('god', 'mingalbitemust', 'sit')",1
14075,"('mingalbitemust', 'sit', 'around')",1
14076,"('sit', 'around', 'wait')",1
14077,"('around', 'wait', 'summer')",1
14078,"('wait', 'summer', 'day')",1
14079,"('summer', 'day', 'celebrate')",1
14080,"('day', 'celebrate', 'magical')",1
14081,"('celebrate', 'magical', 'sight')",1
14082,"('magical', 'sight', 'world')",1
14083,"('sight', 'world', 'dressed')",1
14084,"('world', 'dressed', 'white')",1
14085,"('dressed', 'white', 'smooth')",1
14086,"('white', 'smooth', 'let')",1
14087,"('smooth', 'let', 'snowguy')",1
14088,"('let', 'snowguy', 'see')",1
14089,"('snowguy', 'see', 'movie')",1
14090,"('see', 'movie', 'sidesorry')",1
14091,"('movie', 'sidesorry', 'meeting')",1
14092,"('sidesorry', 'meeting', 'call')",1
14093,"('meeting', 'call', 'latertell')",1
14094,"('call', 'latertell', 'whatnot')",1
14095,"('latertell', 'whatnot', 'thinking')",1
14096,"('whatnot', 'thinking', 'plus')",1
14097,"('thinking', 'plus', 'going')",1
14098,"('plus', 'going', 'stop')",1
14099,"('going', 'stop', 'runkindly')",1
14100,"('stop', 'runkindly', 'send')",1
14101,"('runkindly', 'send', 'one')",1
14102,"('send', 'one', 'flat')",1
14103,"('one', 'flat', 'ltdecimalgt')",1
14104,"('flat', 'ltdecimalgt', 'todaynothing')",1
14105,"('ltdecimalgt', 'todaynothing', 'bit')",1
14106,"('todaynothing', 'bit', 'bored')",1
14107,"('bit', 'bored', 'dun')",1
14108,"('bored', 'dun', 'home')",1
14109,"('dun', 'home', 'early')",1
14110,"('home', 'early', 'sleep')",1
14111,"('early', 'sleep', 'todaytime')",1
14112,"('sleep', 'todaytime', 'tell')",1
14113,"('todaytime', 'tell', 'friend')",1
14114,"('tell', 'friend', 'aroundyes')",1
14115,"('friend', 'aroundyes', 'fine')",1
14116,"('aroundyes', 'fine', 'love')",1
14117,"('fine', 'love', 'safethanks')",1
14118,"('love', 'safethanks', 'chick')",1
14119,"('safethanks', 'chick', 'godcar')",1
14120,"('chick', 'godcar', 'pickingtime')",1
14121,"('godcar', 'pickingtime', 'weave')",1
14122,"('pickingtime', 'weave', 'spent')",1
14123,"('weave', 'spent', 'eva')",1
14124,"('spent', 'eva', 'bin')",1
14125,"('eva', 'bin', 'mint')",1
14126,"('bin', 'mint', 'baby')",1
14127,"('mint', 'baby', 'want')",1
14128,"('baby', 'want', 'xxxway')",1
14129,"('want', 'xxxway', 'could')",1
14130,"('xxxway', 'could', 'pick')",1
14131,"('could', 'pick', 'something')",1
14132,"('pick', 'something', 'tonightsent')",1
14133,"('something', 'tonightsent', 'sendfine')",1
14134,"('tonightsent', 'sendfine', 'simply')",1
14135,"('sendfine', 'simply', 'sittinggod')",1
14136,"('simply', 'sittinggod', 'gift')",1
14137,"('sittinggod', 'gift', 'bird')",1
14138,"('gift', 'bird', 'human')",1
14139,"('bird', 'human', 'natural')",1
14140,"('human', 'natural', 'gift')",1
14141,"('natural', 'gift', 'godcoming')",1
14142,"('gift', 'godcoming', 'day')",1
14143,"('godcoming', 'day', 'classdone')",1
14144,"('day', 'classdone', 'study')",1
14145,"('classdone', 'study', 'libraryenjoy')",1
14146,"('study', 'libraryenjoy', 'showanythingwould')",1
14147,"('libraryenjoy', 'showanythingwould', 'without')",1
14148,"('showanythingwould', 'without', 'baby')",1
14149,"('without', 'baby', 'thought')",1
14150,"('baby', 'thought', 'alone')",1
14151,"('thought', 'alone', 'mite')",1
14152,"('alone', 'mite', 'break')",1
14153,"('mite', 'break', 'wanna')",1
14154,"('break', 'wanna', 'crazy')",1
14155,"('wanna', 'crazy', 'everybody')",1
14156,"('crazy', 'everybody', 'need')",1
14157,"('everybody', 'need', 'lady')",1
14158,"('need', 'lady', 'xxxxxxxxwat')",1
14159,"('lady', 'xxxxxxxxwat', 'dear')",1
14160,"('xxxxxxxxwat', 'dear', 'sleepingtest')",1
14161,"('dear', 'sleepingtest', 'liststudent')",1
14162,"('sleepingtest', 'liststudent', 'solved')",1
14163,"('liststudent', 'solved', 'cat')",1
14164,"('solved', 'cat', 'question')",1
14165,"('cat', 'question', 'list')",1
14166,"('question', 'list', 'list')",1
14167,"('list', 'list', 'list')",1
14168,"('list', 'list', 'tell')",1
14169,"('list', 'tell', 'answer')",1
14170,"('tell', 'answer', 'brilliant<num>thingi')",1
14171,"('answer', 'brilliant<num>thingi', 'got')",1
14172,"('brilliant<num>thingi', 'got', 'answerknow')",1
14173,"('got', 'answerknow', 'anyone')",1
14174,"('answerknow', 'anyone', 'list')",1
14175,"('anyone', 'list', 'otherwise')",1
14176,"('list', 'otherwise', 'able')",1
14177,"('otherwise', 'able', 'buy')",1
14178,"('able', 'buy', 'liquor')",1
14179,"('buy', 'liquor', 'guy')",1
14180,"('liquor', 'guy', 'flaked')",1
14181,"('guy', 'flaked', 'right')",1
14182,"('flaked', 'right', 'get')",1
14183,"('right', 'get', 'hold')",1
14184,"('get', 'hold', 'somebody')",1
14185,"('hold', 'somebody', 'look')",1
14186,"('somebody', 'look', 'nightyup')",1
14187,"('look', 'nightyup', 'free')",1
14188,"('nightyup', 'free', 'meeting')",1
14189,"('free', 'meeting', 'freeyeah')",1
14190,"('meeting', 'freeyeah', 'got')",1
14191,"('freeyeah', 'got', 'one')",1
14192,"('got', 'one', 'linedstop')",1
14193,"('one', 'linedstop', 'wondering')",1
14194,"('linedstop', 'wondering', 'wow')",1
14195,"('wondering', 'wow', 'ever')",1
14196,"('wow', 'ever', 'going')",1
14197,"('ever', 'going', 'stop')",1
14198,"('going', 'stop', 'thing')",1
14199,"('stop', 'thing', 'whenever')",1
14200,"('thing', 'whenever', 'want')",1
14201,"('whenever', 'want', 'mine')",1
14202,"('want', 'mine', 'laughlow')",1
14203,"('mine', 'laughlow', 'yep')",1
14204,"('laughlow', 'yep', 'yesterday')",1
14205,"('yep', 'yesterday', 'already')",1
14206,"('yesterday', 'already', 'got')",1
14207,"('already', 'got', 'fireplace')",1
14208,"('got', 'fireplace', 'another')",1
14209,"('fireplace', 'another', 'icon')",1
14210,"('another', 'icon', 'sittinghey')",1
14211,"('icon', 'sittinghey', 'booked')",1
14212,"('sittinghey', 'booked', 'pilate')",1
14213,"('booked', 'pilate', 'yoga')",1
14214,"('pilate', 'yoga', 'lesson')",1
14215,"('yoga', 'lesson', 'already')",1
14216,"('lesson', 'already', 'hamahappen')",1
14217,"('already', 'hamahappen', 'behave')",1
14218,"('hamahappen', 'behave', 'likesupervisor')",1
14219,"('behave', 'likesupervisor', 'find')",1
14220,"('likesupervisor', 'find', 'one')",1
14221,"('find', 'one', 'student')",1
14222,"('one', 'student', 'ask')",1
14223,"('student', 'ask', 'yet')",1
14224,"('ask', 'yet', 'tell')",1
14225,"('yet', 'tell', 'aft')",1
14226,"('tell', 'aft', 'askhello')",1
14227,"('aft', 'askhello', 'news')",1
14228,"('askhello', 'news', 'job')",1
14229,"('news', 'job', 'making')",1
14230,"('job', 'making', 'wait')",1
14231,"('making', 'wait', 'fifth')",1
14232,"('wait', 'fifth', 'week')",1
14233,"('fifth', 'week', 'yeah')",1
14234,"('week', 'yeah', 'noodle')",1
14235,"('yeah', 'noodle', 'weasel')",1
14236,"('noodle', 'weasel', 'exeter')",1
14237,"('weasel', 'exeter', 'still')",1
14238,"('exeter', 'still', 'homemessage')",1
14239,"('still', 'homemessage', 'responcewhat')",1
14240,"('homemessage', 'responcewhat', 'happenhey')",1
14241,"('responcewhat', 'happenhey', 'babe')",1
14242,"('happenhey', 'babe', 'sorry')",1
14243,"('babe', 'sorry', 'get')",1
14244,"('sorry', 'get', 'sooner')",1
14245,"('get', 'sooner', 'gary')",1
14246,"('sooner', 'gary', 'come')",1
14247,"('gary', 'come', 'fix')",1
14248,"('come', 'fix', 'cause')",1
14249,"('fix', 'cause', 'think')",1
14250,"('cause', 'think', 'know')",1
14251,"('think', 'know', 'far')",1
14252,"('know', 'far', 'say')",1
14253,"('far', 'say', 'cost')",1
14254,"('say', 'cost', 'list')",1
14255,"('cost', 'list', 'buck')",1
14256,"('list', 'buck', 'know')",1
14257,"('buck', 'know', 'might')",1
14258,"('know', 'might', 'cheaper')",1
14259,"('might', 'cheaper', 'find')",1
14260,"('cheaper', 'find', 'someone')",1
14261,"('find', 'someone', 'second')",1
14262,"('someone', 'second', 'hand')",1
14263,"('second', 'hand', 'machine')",1
14264,"('hand', 'machine', 'right')",1
14265,"('machine', 'right', 'let')",1
14266,"('right', 'let', 'know')",1
14267,"('let', 'know', 'want')",1
14268,"('know', 'want', 'babemake')",1
14269,"('want', 'babemake', 'fuck')",1
14270,"('babemake', 'fuck', 'sakeleave')",1
14271,"('fuck', 'sakeleave', 'always')",1
14272,"('sakeleave', 'always', 'ignorantnope')",1
14273,"('always', 'ignorantnope', 'going')",1
14274,"('ignorantnope', 'going', 'sch')",1
14275,"('going', 'sch', 'fri')",1
14276,"('sch', 'fri', 'quite')",1
14277,"('fri', 'quite', 'early')",1
14278,"('quite', 'early', 'mys')",1
14279,"('early', 'mys', 'got')",1
14280,"('mys', 'got', 'paper')",1
14281,"('got', 'paper', 'mornbruce')",1
14282,"('paper', 'mornbruce', 'down')",1
14283,"('mornbruce', 'down', 'amp')",1
14284,"('down', 'amp', 'fletchersaid')",1
14285,"('amp', 'fletchersaid', 'would')",1
14286,"('fletchersaid', 'would', 'wokehey')",1
14287,"('would', 'wokehey', 'free')",1
14288,"('wokehey', 'free', 'calltell')",1
14289,"('free', 'calltell', 'plusthink')",1
14290,"('calltell', 'plusthink', 'might')",1
14291,"('plusthink', 'might', 'give')",1
14292,"('might', 'give', 'miss')",1
14293,"('give', 'miss', 'teaching')",1
14294,"('miss', 'teaching', 'til')",1
14295,"('teaching', 'til', 'twelve')",1
14296,"('til', 'twelve', 'lecture')",1
14297,"('twelve', 'lecture', 'two')",1
14298,"('lecture', 'two', 'damn')",1
14299,"('two', 'damn', 'working')",1
14300,"('damn', 'working', 'thingcheck')",1
14301,"('working', 'thingcheck', 'like')",1
14302,"('thingcheck', 'like', 'bowl')",1
14303,"('like', 'bowl', 'worth')",1
14304,"('bowl', 'worth', 'leftyes')",1
14305,"('worth', 'leftyes', 'many')",1
14306,"('leftyes', 'many', 'sweetwould')",1
14307,"('many', 'sweetwould', 'still')",1
14308,"('sweetwould', 'still', 'copy')",1
14309,"('still', 'copy', 'exhausted')",1
14310,"('copy', 'exhausted', 'last')",1
14311,"('exhausted', 'last', 'nightnobody')",1
14312,"('last', 'nightnobody', 'went')",1
14313,"('nightnobody', 'went', 'school')",1
14314,"('went', 'school', 'work')",1
14315,"('school', 'work', 'everything')",1
14316,"('work', 'everything', 'closedbuzz')",1
14317,"('everything', 'closedbuzz', 'grin')",1
14318,"('closedbuzz', 'grin', 'buzz')",1
14319,"('grin', 'buzz', 'buzz')",1
14320,"('buzz', 'buzz', 'chest')",1
14321,"('buzz', 'chest', 'buzz')",1
14322,"('chest', 'buzz', 'cock')",1
14323,"('buzz', 'cock', 'keep')",1
14324,"('cock', 'keep', 'phone')",1
14325,"('keep', 'phone', 'vibrator')",1
14326,"('phone', 'vibrator', 'feel')",1
14327,"('vibrator', 'feel', 'shakesir')",1
14328,"('feel', 'shakesir', 'send')",1
14329,"('shakesir', 'send', 'group')",1
14330,"('send', 'group', 'mail')",1
14331,"('group', 'mail', 'checkintro')",1
14332,"('mail', 'checkintro', 'cover')",1
14333,"('checkintro', 'cover', 'energy')",1
14334,"('cover', 'energy', 'trend')",1
14335,"('energy', 'trend', 'pro')",1
14336,"('trend', 'pro', 'con')",1
14337,"('pro', 'con', 'brief')",1
14338,"('con', 'brief', 'description')",1
14339,"('brief', 'description', 'nuclear')",1
14340,"('description', 'nuclear', 'fusion')",1
14341,"('nuclear', 'fusion', 'brief')",1
14342,"('fusion', 'brief', 'history')",1
14343,"('brief', 'history', 'item')",1
14344,"('history', 'item', 'jet')",1
14345,"('item', 'jet', 'got')",1
14346,"('jet', 'got', 'half')",1
14347,"('got', 'half', 'pagenonenowhere')",1
14348,"('half', 'pagenonenowhere', 'kino')",1
